FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,0.553551197052002,0.3223780393600464,0.5796054601669312,0.3602227568626404,0.6009202003479004,0.4281242787837982,0.5120489597320557,0.3637932538986206,0.5049958229064941,0.41961273550987244,0.5894210338592529,0.41303929686546326,0.50306236743927,0.46510571241378784,0.575242280960083,0.4861755967140198,0.524951159954071,0.48408806324005127,0.5730590224266052,0.556083619594574,0.5353027582168579,0.558406412601471,0.5669020414352417,0.6373682022094727,0.5400861501693726,0.6421526670455933
1,0.5535053014755249,0.3211933374404907,0.5788790583610535,0.3614165484905243,0.5998519062995911,0.42637306451797485,0.5141425132751465,0.366019606590271,0.5061028003692627,0.42024824023246765,0.5897738933563232,0.4097701907157898,0.5007774233818054,0.46713969111442566,0.5732546448707581,0.4856921434402466,0.5248212814331055,0.48462098836898804,0.5678181648254395,0.5559371113777161,0.5354964137077332,0.5574077367782593,0.5654623508453369,0.6378991603851318,0.5395658612251282,0.6419980525970459
2,0.5539911389350891,0.3213931620121002,0.5783569812774658,0.36155205965042114,0.5995320081710815,0.42815840244293213,0.5146653056144714,0.3665257692337036,0.5043193101882935,0.4210318922996521,0.5906715393066406,0.41057682037353516,0.5011450052261353,0.4664418697357178,0.5751709342002869,0.48585399985313416,0.5266693830490112,0.48451781272888184,0.5700368881225586,0.556132972240448,0.5367189049720764,0.5571068525314331,0.5661278963088989,0.6388358473777771,0.5382091403007507,0.6440844535827637
3,0.553587794303894,0.3212275505065918,0.5788774490356445,0.3608222007751465,0.6005350947380066,0.42779046297073364,0.5140910148620605,0.36603671312332153,0.5048157572746277,0.420255184173584,0.5903279781341553,0.40948253870010376,0.5009522438049316,0.4645039737224579,0.5751690864562988,0.4856172502040863,0.5258693695068359,0.4843764901161194,0.5695275664329529,0.555351734161377,0.535927414894104,0.5569008588790894,0.5657687187194824,0.6379988193511963,0.5394996404647827,0.6414966583251953
4,0.5538491010665894,0.32111212611198425,0.5783429145812988,0.36044037342071533,0.6002870202064514,0.42732128500938416,0.514268696308136,0.36566540598869324,0.5050763487815857,0.41970905661582947,0.5905173420906067,0.4091377258300781,0.49980640411376953,0.4652349352836609,0.5742233991622925,0.48500725626945496,0.5255273580551147,0.4839881658554077,0.5723205804824829,0.5550874471664429,0.5363726615905762,0.5568459033966064,0.5666288137435913,0.6376907825469971,0.5382499694824219,0.6437361836433411
5,0.5539888143539429,0.32099246978759766,0.5787560939788818,0.3602674603462219,0.6009191274642944,0.42750436067581177,0.5143924951553345,0.3651798367500305,0.5051504373550415,0.41939327120780945,0.590424656867981,0.4102678894996643,0.49996480345726013,0.4645742177963257,0.5754145383834839,0.4856362044811249,0.5259631872177124,0.48417866230010986,0.5727922320365906,0.5552467703819275,0.5365877151489258,0.5569099187850952,0.5667502284049988,0.6375274658203125,0.5386584997177124,0.6435372233390808
6,0.5539608001708984,0.32110679149627686,0.5784666538238525,0.36065301299095154,0.6001173853874207,0.4273073375225067,0.5143653154373169,0.36536359786987305,0.505255937576294,0.41939103603363037,0.5899926424026489,0.4106346368789673,0.500638484954834,0.46583372354507446,0.5747513771057129,0.48556745052337646,0.5258463025093079,0.48414289951324463,0.5700063705444336,0.5551736354827881,0.5362354516983032,0.5568519234657288,0.5663485527038574,0.6378272771835327,0.5383395552635193,0.6436020731925964
7,0.5537364482879639,0.3212957978248596,0.5783886313438416,0.3609752357006073,0.6000490784645081,0.4270560145378113,0.5143029093742371,0.3659302592277527,0.5052449107170105,0.41904017329216003,0.5900099873542786,0.4107135236263275,0.49986907839775085,0.4660298824310303,0.5746196508407593,0.4860433340072632,0.5259877443313599,0.4847245216369629,0.5698870420455933,0.5554082989692688,0.5362301468849182,0.5573461055755615,0.5664936900138855,0.6379945278167725,0.5385385751724243,0.6438114047050476
8,0.5536099672317505,0.32121986150741577,0.578224778175354,0.36079999804496765,0.6000823378562927,0.42719191312789917,0.5138934850692749,0.3657774329185486,0.5049832463264465,0.41964685916900635,0.5900489091873169,0.40973567962646484,0.5001417994499207,0.4660749137401581,0.5745893716812134,0.4859725832939148,0.5258629322052002,0.48471149802207947,0.5699548721313477,0.5554244518280029,0.5364007949829102,0.5574572682380676,0.5665848851203918,0.637935221195221,0.5388258099555969,0.6438173651695251
9,0.5533802509307861,0.3211407959461212,0.5782507658004761,0.36088263988494873,0.6000238656997681,0.42769062519073486,0.514029860496521,0.36597615480422974,0.5048161745071411,0.4190969169139862,0.5899147391319275,0.4103873372077942,0.4993596076965332,0.4667029082775116,0.5744661092758179,0.48597240447998047,0.5258496403694153,0.48464512825012207,0.5695658922195435,0.5553442239761353,0.5359119772911072,0.5570598840713501,0.5666338801383972,0.6379991769790649,0.538245439529419,0.6436790227890015
