FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,0.5094572305679321,0.36703789234161377,0.5363532304763794,0.402904212474823,0.5609333515167236,0.45435792207717896,0.4842373728752136,0.4051366448402405,0.47215527296066284,0.44901424646377563,0.5533761978149414,0.49467897415161133,0.47283169627189636,0.49939414858818054,0.5400137305259705,0.4992384910583496,0.4968886971473694,0.5014567375183105,0.5444062948226929,0.5775381326675415,0.4957781732082367,0.585783839225769,0.5503514409065247,0.6595456004142761,0.48827022314071655,0.6564763784408569
1,0.5096600651741028,0.3667939603328705,0.5373801589012146,0.4036085307598114,0.5628145933151245,0.45567840337753296,0.48306524753570557,0.4059867262840271,0.47449636459350586,0.45007655024528503,0.5513085722923279,0.4925571382045746,0.47540026903152466,0.5008847117424011,0.5412063598632812,0.5015217065811157,0.49673908948898315,0.503177285194397,0.5427953004837036,0.5802226662635803,0.4962352514266968,0.5890445709228516,0.5502045154571533,0.6603422164916992,0.48929667472839355,0.656373143196106
2,0.5092793107032776,0.36700496077537537,0.5371564626693726,0.4037013053894043,0.5612480044364929,0.4545910060405731,0.4833178222179413,0.4059746265411377,0.4749162793159485,0.45021212100982666,0.5495344996452332,0.492950975894928,0.47605401277542114,0.5005366802215576,0.5402551889419556,0.500065803527832,0.4967397451400757,0.5017220973968506,0.5418022274971008,0.5787723064422607,0.49562057852745056,0.5870369672775269,0.5489286184310913,0.6586795449256897,0.49054116010665894,0.6591609120368958
3,0.5090302228927612,0.3670431971549988,0.5372536182403564,0.4035721719264984,0.5607731938362122,0.45528775453567505,0.48346254229545593,0.4057232141494751,0.47449618577957153,0.4491853415966034,0.5482981204986572,0.4950169324874878,0.4749526381492615,0.5002573132514954,0.5401419401168823,0.5005151033401489,0.496649831533432,0.5022934675216675,0.5416817665100098,0.5790148973464966,0.4950360059738159,0.5875030755996704,0.548856258392334,0.6588029861450195,0.49040719866752625,0.6595286726951599
4,0.509731650352478,0.3671693801879883,0.5374893546104431,0.4046185612678528,0.5633716583251953,0.4578382968902588,0.48295217752456665,0.40591832995414734,0.4740563631057739,0.4500209093093872,0.5514494180679321,0.49324214458465576,0.48110926151275635,0.49838006496429443,0.5405343174934387,0.5027898550033569,0.4959622323513031,0.5039116144180298,0.542241096496582,0.5800552368164062,0.49650686979293823,0.589054524898529,0.5492702126502991,0.6593900918960571,0.4911249577999115,0.6604040861129761
5,0.5094646215438843,0.3670303225517273,0.5368068218231201,0.40379762649536133,0.5627952814102173,0.45678526163101196,0.4827123284339905,0.4056636095046997,0.4744911789894104,0.4490968585014343,0.5509588718414307,0.4922534227371216,0.48107779026031494,0.4979150891304016,0.5402935743331909,0.5018963813781738,0.49600380659103394,0.5033771395683289,0.5417752265930176,0.5799359679222107,0.4962570369243622,0.58880615234375,0.5490332841873169,0.6596790552139282,0.4910128712654114,0.6605901718139648
6,0.5094740986824036,0.36677366495132446,0.5367283225059509,0.40380024909973145,0.5630601644515991,0.45702823996543884,0.4828231930732727,0.4057299494743347,0.47465503215789795,0.4493267238140106,0.551832914352417,0.4919670522212982,0.481170654296875,0.4979146420955658,0.540359616279602,0.5023576617240906,0.49625253677368164,0.5037479996681213,0.5415476560592651,0.5806424021720886,0.49654263257980347,0.5896738767623901,0.5488008856773376,0.6597843170166016,0.4911751449108124,0.6608240008354187
7,0.5094392895698547,0.36658763885498047,0.5366008281707764,0.40358206629753113,0.5626175999641418,0.4564424157142639,0.4826357960700989,0.40559276938438416,0.47469982504844666,0.4493137001991272,0.5507892966270447,0.49273425340652466,0.4810229241847992,0.49846524000167847,0.5397448539733887,0.501906156539917,0.496155321598053,0.5035097002983093,0.5413287281990051,0.5798765420913696,0.4962761104106903,0.5887221693992615,0.5486320853233337,0.6594756841659546,0.4913369417190552,0.6602360010147095
8,0.5099573135375977,0.3665965795516968,0.5365440249443054,0.40355873107910156,0.5627922415733337,0.4566532075405121,0.4833972454071045,0.4057233929634094,0.47515806555747986,0.44915467500686646,0.5510392785072327,0.4923419654369354,0.48201271891593933,0.49798449873924255,0.5398569703102112,0.5022584795951843,0.49616870284080505,0.5037155151367188,0.5411680936813354,0.5800868272781372,0.4964231252670288,0.5889428853988647,0.5489646792411804,0.659726619720459,0.4913939833641052,0.660690426826477
9,0.509473443031311,0.3668017089366913,0.5359469056129456,0.40324389934539795,0.5623316764831543,0.45608586072921753,0.48307380080223083,0.40589696168899536,0.4747360944747925,0.4489264488220215,0.5515081286430359,0.49210962653160095,0.476165235042572,0.49986502528190613,0.5394771099090576,0.5014265775680542,0.4960622787475586,0.5030341744422913,0.541060745716095,0.579392671585083,0.49639853835105896,0.5882795453071594,0.5487763285636902,0.659254252910614,0.491374671459198,0.6602575778961182
10,0.5095992088317871,0.36684173345565796,0.5360943078994751,0.40348076820373535,0.5624184608459473,0.45631715655326843,0.48320257663726807,0.4060760736465454,0.474851131439209,0.4490339159965515,0.5514271259307861,0.4924003779888153,0.4760563373565674,0.4999220073223114,0.5393801927566528,0.5016485452651978,0.49602681398391724,0.503206729888916,0.54095458984375,0.5793449878692627,0.49642491340637207,0.5882715582847595,0.5487159490585327,0.6591873168945312,0.4914085566997528,0.6601570844650269
11,0.5096353888511658,0.36686551570892334,0.5362159609794617,0.403573602437973,0.5621792078018188,0.4564032554626465,0.48347780108451843,0.4061308801174164,0.4749077260494232,0.44905197620391846,0.5510919094085693,0.4929395318031311,0.4760761260986328,0.5000578165054321,0.5395693182945251,0.5016967058181763,0.4961826205253601,0.5034120082855225,0.5409852266311646,0.5792825818061829,0.496381014585495,0.5883194208145142,0.5488500595092773,0.6590733528137207,0.4914175271987915,0.6600608825683594
12,0.5074753761291504,0.3683391511440277,0.5372609496116638,0.40535563230514526,0.561150074005127,0.4591326415538788,0.48425158858299255,0.40765470266342163,0.47117918729782104,0.45224249362945557,0.5490913987159729,0.49573183059692383,0.47246357798576355,0.5016202926635742,0.5335618853569031,0.50323086977005,0.4957238435745239,0.5070856809616089,0.5439308881759644,0.5861544013023376,0.4928169250488281,0.5835679173469543,0.5496983528137207,0.6605397462844849,0.4878638982772827,0.6598802208900452
13,0.5086872577667236,0.36885637044906616,0.5368269681930542,0.4050702452659607,0.5605753660202026,0.4574882984161377,0.4840778112411499,0.4076347351074219,0.4717041850090027,0.4518836736679077,0.5508304238319397,0.4950961768627167,0.4730907678604126,0.5016154050827026,0.5326565504074097,0.5018755793571472,0.4958270192146301,0.5059723258018494,0.542893648147583,0.5844148993492126,0.49294203519821167,0.5815150737762451,0.5494604110717773,0.6597887277603149,0.48791784048080444,0.6592910289764404
14,0.5089211463928223,0.3690497577190399,0.5370963215827942,0.4052320122718811,0.5606953501701355,0.4578979015350342,0.48392149806022644,0.4076671600341797,0.4716815650463104,0.45241230726242065,0.5508955717086792,0.49566254019737244,0.47359710931777954,0.5021312832832336,0.5324738025665283,0.5021061897277832,0.49574825167655945,0.5059725046157837,0.542689323425293,0.5849124789237976,0.4932067096233368,0.5822116136550903,0.5492136478424072,0.6597647666931152,0.4877621829509735,0.6591240167617798
15,0.5090969204902649,0.36928069591522217,0.5368455648422241,0.40544041991233826,0.5608498454093933,0.4582698345184326,0.4841999411582947,0.407845675945282,0.47067707777023315,0.45209813117980957,0.551366925239563,0.49532291293144226,0.4736133813858032,0.5022907257080078,0.5401428937911987,0.5047122240066528,0.4957173466682434,0.5058610439300537,0.542870044708252,0.5850582122802734,0.4934811294078827,0.5823906064033508,0.5494141578674316,0.6597542762756348,0.48782646656036377,0.6593557596206665
16,0.5090659856796265,0.36907705664634705,0.5366692543029785,0.4053100049495697,0.5609710812568665,0.45809340476989746,0.48427528142929077,0.4077451229095459,0.4705939292907715,0.45226383209228516,0.5519474744796753,0.4959894120693207,0.4734039306640625,0.502368688583374,0.5400350093841553,0.5045859813690186,0.4957837760448456,0.5057488083839417,0.5426886081695557,0.5848883986473083,0.4936602711677551,0.582222044467926,0.5492521524429321,0.6597332954406738,0.48805341124534607,0.6591732501983643
17,0.5090510845184326,0.36920222640037537,0.5366164445877075,0.4054151773452759,0.5608367919921875,0.458076536655426,0.4842635989189148,0.40766894817352295,0.47053083777427673,0.45212000608444214,0.5520539879798889,0.4951225221157074,0.4734470546245575,0.5017468929290771,0.5400066375732422,0.5044904351234436,0.49563682079315186,0.5055665969848633,0.5428606271743774,0.5850136280059814,0.49364444613456726,0.5823246240615845,0.5492779612541199,0.6598668694496155,0.4877967834472656,0.6592601537704468
18,0.5087702870368958,0.3689057230949402,0.5369264483451843,0.40524137020111084,0.5602278709411621,0.45789968967437744,0.4839633107185364,0.4075767397880554,0.4704974293708801,0.4520745873451233,0.5519428253173828,0.49536436796188354,0.47309884428977966,0.5017384886741638,0.5400146245956421,0.5043950080871582,0.495453417301178,0.5055028796195984,0.543192446231842,0.5855922102928162,0.49348539113998413,0.5828689336776733,0.5492069721221924,0.6599030494689941,0.4875192642211914,0.6591861844062805
19,0.508781909942627,0.36895129084587097,0.5365612506866455,0.4054161310195923,0.5605593919754028,0.45828813314437866,0.48424094915390015,0.40782666206359863,0.47053825855255127,0.4523070752620697,0.5522210001945496,0.4948056638240814,0.47863107919692993,0.4994537830352783,0.5400561690330505,0.5045777559280396,0.4957171678543091,0.5055844783782959,0.5432088375091553,0.5853064656257629,0.4936879873275757,0.5826044678688049,0.5492229461669922,0.6600043773651123,0.487615168094635,0.6592446565628052
20,0.5089874863624573,0.36891937255859375,0.5370619893074036,0.40543699264526367,0.5606239438056946,0.4582696855068207,0.48450368642807007,0.4077844023704529,0.4705747365951538,0.45213526487350464,0.5519574880599976,0.49428385496139526,0.47313305735588074,0.5017260313034058,0.54025799036026,0.5044208765029907,0.4959383010864258,0.5054130554199219,0.5435769557952881,0.5852177143096924,0.49393972754478455,0.5822392702102661,0.5493811964988708,0.6599766612052917,0.48814404010772705,0.658950686454773
21,0.5090265274047852,0.3690110146999359,0.5370804071426392,0.4055327773094177,0.5608980655670166,0.45839259028434753,0.4846758246421814,0.4079020917415619,0.4708486497402191,0.4524671733379364,0.5523605346679688,0.4941186308860779,0.4733996093273163,0.5018028020858765,0.5403487682342529,0.5044289827346802,0.4959484934806824,0.5054640769958496,0.5435851812362671,0.5850872993469238,0.49394628405570984,0.5821079611778259,0.5495129227638245,0.6600229740142822,0.48833367228507996,0.6590825915336609
22,0.5090121030807495,0.3688018321990967,0.5366010665893555,0.4052034318447113,0.561009407043457,0.4585185945034027,0.4847114682197571,0.4077915847301483,0.4714280068874359,0.4529019594192505,0.5517978072166443,0.49354586005210876,0.4736277461051941,0.5020471811294556,0.5403943061828613,0.5044873356819153,0.4961967468261719,0.5055883526802063,0.5437495708465576,0.5846309065818787,0.49423807859420776,0.5815961956977844,0.5496067404747009,0.6600694060325623,0.48870131373405457,0.6587910652160645
23,0.5090131759643555,0.3688531816005707,0.5365920662879944,0.405181348323822,0.5613329410552979,0.45832452178001404,0.48491889238357544,0.40783557295799255,0.4714604318141937,0.452617347240448,0.5518544912338257,0.49284839630126953,0.47789448499679565,0.49844762682914734,0.5404921174049377,0.5043245553970337,0.4964336156845093,0.505308210849762,0.5438110828399658,0.5841753482818604,0.49448728561401367,0.5809160470962524,0.5497235655784607,0.6599223613739014,0.4888386130332947,0.6588018536567688
24,0.5044727921485901,0.3653113842010498,0.5356288552284241,0.4016231298446655,0.5615724325180054,0.4537205100059509,0.48170897364616394,0.4049171805381775,0.47143036127090454,0.4507923126220703,0.5567998886108398,0.49024271965026855,0.47318100929260254,0.5002872347831726,0.5405479669570923,0.4993221163749695,0.4947391152381897,0.5010109543800354,0.544532299041748,0.5826666355133057,0.49226877093315125,0.5803524255752563,0.5527023077011108,0.6623347997665405,0.4885798394680023,0.6580384969711304
25,0.5082179307937622,0.3681373596191406,0.5351948142051697,0.4036825895309448,0.5602789521217346,0.45423585176467896,0.4848799407482147,0.40672752261161804,0.4700515866279602,0.4538828730583191,0.5584197044372559,0.49284109473228455,0.47223135828971863,0.501805305480957,0.5373140573501587,0.5001398324966431,0.49490898847579956,0.5019634962081909,0.5444738864898682,0.5815815329551697,0.4935013949871063,0.5790292024612427,0.5518184304237366,0.6614736318588257,0.48792335391044617,0.6638227701187134
26,0.5078463554382324,0.36798572540283203,0.5346912741661072,0.40381842851638794,0.5605486631393433,0.4547908306121826,0.4851032495498657,0.4067322015762329,0.4698614776134491,0.4540317952632904,0.5581894516944885,0.4929672181606293,0.4722289741039276,0.5018323659896851,0.5369147062301636,0.4999975562095642,0.494789183139801,0.5017952919006348,0.5444170832633972,0.5810995101928711,0.493213415145874,0.5785953402519226,0.5519511103630066,0.6614163517951965,0.4876006543636322,0.6639378070831299
27,0.5082606673240662,0.36858808994293213,0.5350935459136963,0.40439268946647644,0.5610493421554565,0.4552460312843323,0.48616665601730347,0.4074142873287201,0.47081416845321655,0.4542190432548523,0.5579963326454163,0.4934423565864563,0.4724392294883728,0.5016451478004456,0.5371836423873901,0.5003150105476379,0.49514496326446533,0.5021959543228149,0.5393695831298828,0.5776093006134033,0.49531781673431396,0.5890307426452637,0.5517352223396301,0.6614792346954346,0.4877038896083832,0.6578206419944763
28,0.5079421997070312,0.3681424558162689,0.5353407859802246,0.4042298197746277,0.5605192184448242,0.45495450496673584,0.48561084270477295,0.4074316620826721,0.4708032011985779,0.45401033759117126,0.5575697422027588,0.49324852228164673,0.4723323583602905,0.5014501810073853,0.5371766090393066,0.5004964470863342,0.4950486421585083,0.5023074150085449,0.5442557334899902,0.5816174745559692,0.493556946516037,0.5792976021766663,0.5516914129257202,0.6616544723510742,0.4880695044994354,0.6579393148422241
29,0.5080836415290833,0.36839088797569275,0.5355872511863708,0.4045228362083435,0.5608930587768555,0.4552071690559387,0.48578760027885437,0.4076951742172241,0.47094208002090454,0.45416852831840515,0.5575875043869019,0.49332675337791443,0.4721906781196594,0.5014514923095703,0.5373156070709229,0.5007340908050537,0.49543851613998413,0.5024271607398987,0.5395262241363525,0.5778266191482544,0.49606356024742126,0.5895766615867615,0.551781415939331,0.6617007255554199,0.48802536725997925,0.6579858064651489
