frame_id,timestamp,joint,x,y,z,confidence
0,0.0,nose,0.45506128668785095,0.4715324640274048,0.0,0.6693783402442932
0,0.0,left_eye,0.4905279278755188,0.4395595192909241,0.0,0.7206469178199768
0,0.0,right_eye,0.41543030738830566,0.4407486319541931,0.0,0.7149267196655273
0,0.0,left_ear,0.5389272570610046,0.4876382052898407,0.0,0.6741313934326172
0,0.0,right_ear,0.3632671535015106,0.4895239770412445,0.0,0.7114601731300354
0,0.0,left_shoulder,0.6434811949729919,0.6415165662765503,0.0,0.3909188210964203
0,0.0,right_shoulder,0.2727738618850708,0.6450013518333435,0.0,0.5659441947937012
0,0.0,left_elbow,0.7379382848739624,0.7745157480239868,0.0,0.11399807780981064
0,0.0,right_elbow,0.16547241806983948,0.7565588355064392,0.0,0.16526326537132263
0,0.0,left_wrist,0.5820422172546387,0.617741584777832,0.0,0.04786725342273712
0,0.0,right_wrist,0.11910879611968994,0.6435480117797852,0.0,0.2729414701461792
0,0.0,left_hip,0.6187772750854492,0.7978050112724304,0.0,0.09176117181777954
0,0.0,right_hip,0.3281976580619812,0.7827211618423462,0.0,0.12287964671850204
0,0.0,left_knee,0.7580742239952087,0.770979106426239,0.0,0.1176890954375267
0,0.0,right_knee,0.06054847687482834,0.7308743000030518,0.0,0.07611662894487381
0,0.0,left_ankle,0.6091955900192261,0.7615577578544617,0.0,0.0770789235830307
0,0.0,right_ankle,0.11328066885471344,0.6400882601737976,0.0,0.14544080197811127
1,0.03336666666666667,nose,0.4537993252277374,0.4729330241680145,0.0,0.7172201871871948
1,0.03336666666666667,left_eye,0.4892860382795333,0.4400773376226425,0.0,0.8198071718215942
1,0.03336666666666667,right_eye,0.414118018746376,0.4412338256835937,0.0,0.8195498585700989
1,0.03336666666666667,left_ear,0.5373865962028503,0.4866717249155045,0.0,0.7434571981430054
1,0.03336666666666667,right_ear,0.3625432521104812,0.48866743147373193,0.0,0.7692347168922424
1,0.03336666666666667,left_shoulder,0.6427563548088073,0.6416659295558929,0.0,0.41154012084007263
1,0.03336666666666667,right_shoulder,0.273990797996521,0.6409972250461577,0.0,0.5591508150100708
1,0.03336666666666667,left_elbow,0.7456011772155762,0.77238929271698,0.0,0.1087758019566536
1,0.03336666666666667,right_elbow,0.16370272636413574,0.7517901659011841,0.0,0.1492488831281662
1,0.03336666666666667,left_wrist,0.5631083250045776,0.630968451499939,0.0,0.039830949157476425
1,0.03336666666666667,right_wrist,0.1154676392674446,0.6429822981357575,0.0,0.2625979781150818
1,0.03336666666666667,left_hip,0.5807445049285889,0.8146708011627197,0.0,0.10141784697771072
1,0.03336666666666667,right_hip,0.3371431231498718,0.8093771934509277,0.0,0.16843904554843903
1,0.03336666666666667,left_knee,0.7591182589530945,0.7695521116256714,0.0,0.11775428801774979
1,0.03336666666666667,right_knee,0.10767962783575058,0.7561310529708862,0.0,0.062478017061948776
1,0.03336666666666667,left_ankle,0.5969599485397339,0.7604901194572449,0.0,0.06850455701351166
1,0.03336666666666667,right_ankle,0.10661053657531738,0.6408710479736328,0.0,0.10445499420166016
2,0.06673333333333334,nose,0.45305572211742395,0.47377581894397736,0.0,0.7026049494743347
2,0.06673333333333334,left_eye,0.4886531165242195,0.4402788779139518,0.0,0.831948459148407
2,0.06673333333333334,right_eye,0.41318639010190955,0.4412806177139281,0.0,0.8217599987983704
2,0.06673333333333334,left_ear,0.5362471222877502,0.4858865234255791,0.0,0.7370775938034058
2,0.06673333333333334,right_ear,0.362173760831356,0.4879479280114173,0.0,0.7690143585205078
2,0.06673333333333334,left_shoulder,0.6421796941757202,0.6412219542264938,0.0,0.45206692814826965
2,0.06673333333333334,right_shoulder,0.2745088970661163,0.6382513779401778,0.0,0.5679248571395874
2,0.06673333333333334,left_elbow,0.7617265582084656,0.7758018970489502,0.0,0.13927669823169708
2,0.06673333333333334,right_elbow,0.14325419068336487,0.7570762634277344,0.0,0.19012825191020966
2,0.06673333333333334,left_wrist,0.5802745819091797,0.5920681357383728,0.0,0.04204832389950752
2,0.06673333333333334,right_wrist,0.11356958255171776,0.642335368990898,0.0,0.29036515951156616
2,0.06673333333333334,left_hip,0.5844515562057495,0.7998952865600586,0.0,0.0751630961894989
2,0.06673333333333334,right_hip,0.32016491889953613,0.7799490690231323,0.0,0.1318063735961914
2,0.06673333333333334,left_knee,0.7415769100189209,0.7657167911529541,0.0,0.10116211324930191
2,0.06673333333333334,right_knee,0.06222786009311676,0.732353687286377,0.0,0.06528158485889435
2,0.06673333333333334,left_ankle,0.5957184433937073,0.7584013938903809,0.0,0.058653365820646286
2,0.06673333333333334,right_ankle,0.10629122704267502,0.6388716697692871,0.0,0.13782092928886414
3,0.10010000000000001,nose,0.45236847382783885,0.4746676847338676,0.0,0.7004950046539307
3,0.10010000000000001,left_eye,0.48775636669993394,0.44050415065884585,0.0,0.8332710266113281
3,0.10010000000000001,right_eye,0.41244729283452025,0.4417003880739211,0.0,0.8401010036468506
3,0.10010000000000001,left_ear,0.5349493658542632,0.48538340976834293,0.0,0.7567909359931946
3,0.10010000000000001,right_ear,0.36150600853562354,0.4886715829074382,0.0,0.7311615943908691
3,0.10010000000000001,left_shoulder,0.6421687965393066,0.640339270889759,0.0,0.49537068605422974
3,0.10010000000000001,right_shoulder,0.27445663762092587,0.6403664029240608,0.0,0.5893527865409851
3,0.10010000000000001,left_elbow,0.7404682040214539,0.7724276781082153,0.0,0.13376197218894958
3,0.10010000000000001,right_elbow,0.1479416787624359,0.7586075067520142,0.0,0.2278418242931366
3,0.10010000000000001,left_wrist,0.5613386034965515,0.6129075884819031,0.0,0.043475959450006485
3,0.10010000000000001,right_wrist,0.11347854091227054,0.6407714760899543,0.0,0.289122998714447
3,0.10010000000000001,left_hip,0.5853477716445923,0.7960904836654663,0.0,0.06279678642749786
3,0.10010000000000001,right_hip,0.3522054851055145,0.8039423823356628,0.0,0.15709909796714783
3,0.10010000000000001,left_knee,0.7522157430648804,0.7682232856750488,0.0,0.16168539226055145
3,0.10010000000000001,right_knee,0.13300704956054688,0.7481958866119385,0.0,0.11940456181764603
3,0.10010000000000001,left_ankle,0.5970633029937744,0.7566864490509033,0.0,0.07005548477172852
3,0.10010000000000001,right_ankle,0.11223603785037994,0.6323449015617371,0.0,0.16192637383937836
4,0.13346666666666668,nose,0.451646314138174,0.4750176008045673,0.0,0.7129440903663635
4,0.13346666666666668,left_eye,0.48681257031261915,0.44063369626700877,0.0,0.8246162533760071
4,0.13346666666666668,right_eye,0.4118279650419949,0.4416573150515555,0.0,0.8208053708076477
4,0.13346666666666668,left_ear,0.533604487299919,0.48511670326888556,0.0,0.752785325050354
4,0.13346666666666668,right_ear,0.3605561776965856,0.48869191048443306,0.0,0.6960723996162415
4,0.13346666666666668,left_shoulder,0.6416300729274749,0.6395772327601909,0.0,0.4907253086566925
4,0.13346666666666668,right_shoulder,0.2729189577341079,0.6392853929221629,0.0,0.43891412019729614
4,0.13346666666666668,left_elbow,0.7412580847740173,0.7747628688812256,0.0,0.12465286999940872
4,0.13346666666666668,right_elbow,0.1479416787624359,0.7586075067520142,0.0,0.18815219402313232
4,0.13346666666666668,left_wrist,0.5597122311592102,0.5711530447006226,0.0,0.03864425793290138
4,0.13346666666666668,right_wrist,0.11273292270749807,0.6401880516231059,0.0,0.26555585861206055
4,0.13346666666666668,left_hip,0.6175099015235901,0.7946196794509888,0.0,0.10327274352312088
4,0.13346666666666668,right_hip,0.31420111656188965,0.7772096991539001,0.0,0.11557859927415848
4,0.13346666666666668,left_knee,0.7573995590209961,0.7716819047927856,0.0,0.12557178735733032
4,0.13346666666666668,right_knee,0.05882079154253006,0.7287154197692871,0.0,0.08440439403057098
4,0.13346666666666668,left_ankle,0.6092650890350342,0.7564123868942261,0.0,0.06873983144760132
4,0.13346666666666668,right_ankle,0.1068863496184349,0.6349601745605469,0.0,0.2004939317703247
5,0.16683333333333333,nose,0.4507370404917001,0.47578447310626504,0.0,0.6698806881904602
5,0.16683333333333333,left_eye,0.48621608916252845,0.44087550278931853,0.0,0.8322588205337524
5,0.16683333333333333,right_eye,0.4109882329133152,0.44175243203759185,0.0,0.8364098072052002
5,0.16683333333333333,left_ear,0.5334850442051887,0.4853201181390881,0.0,0.7800162434577942
5,0.16683333333333333,right_ear,0.3595807857123017,0.4890500258061289,0.0,0.6876095533370972
5,0.16683333333333333,left_shoulder,0.6416257040452956,0.6398432116442918,0.0,0.4346352517604828
5,0.16683333333333333,right_shoulder,0.2706599779772758,0.6419542423421144,0.0,0.46932658553123474
5,0.16683333333333333,left_elbow,0.7115136981010437,0.7764416933059692,0.0,0.07902415841817856
5,0.16683333333333333,right_elbow,0.1479416787624359,0.7586075067520142,0.0,0.19165988266468048
5,0.16683333333333333,left_wrist,0.560006320476532,0.5886233448982239,0.0,0.04084433987736702
5,0.16683333333333333,right_wrist,0.11552350468650459,0.6415445480281113,0.0,0.22761383652687073
5,0.16683333333333333,left_hip,0.617023229598999,0.7961084246635437,0.0,0.09508220851421356
5,0.16683333333333333,right_hip,0.31075793504714966,0.7799075841903687,0.0,0.1185825765132904
5,0.16683333333333333,left_knee,0.7570463418960571,0.7694287300109863,0.0,0.12217256426811218
5,0.16683333333333333,right_knee,0.04118937626481056,0.7310540676116943,0.0,0.07412045449018478
5,0.16683333333333333,left_ankle,0.600219190120697,0.7536662817001343,0.0,0.06893696635961533
5,0.16683333333333333,right_ankle,0.1068863496184349,0.6349601745605469,0.0,0.15804040431976318
6,0.20020000000000002,nose,0.45020738132423155,0.4765001691773533,0.0,0.6702739596366882
6,0.20020000000000002,left_eye,0.4859515813224613,0.4410694436778724,0.0,0.827142059803009
6,0.20020000000000002,right_eye,0.4102586835581958,0.44202675101602074,0.0,0.8539025187492371
6,0.20020000000000002,left_ear,0.5328773482787609,0.485527489531964,0.0,0.7733780741691589
6,0.20020000000000002,right_ear,0.3591619049275815,0.48965593829324827,0.0,0.7039819955825806
6,0.20020000000000002,left_shoulder,0.6413292836871146,0.6398664258434176,0.0,0.4423063397407532
