FrameNo,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
55,-0.0004675141736325489,0.76937,0.018943984678452756,-0.14983720474266637,0.53629,0.03875168268481094,-0.26774905282504224,0.77268,0.04335580722686082,0.14812810532447096,0.52773,-0.01020623113506795,0.2547808979569919,0.79294,-0.03501215189371925,-0.3178045255564587,1.0216,0.029390687297750833,0.28278737526578984,1.0217,-0.054874174392744515,-0.08108269061848093,0.042507,-0.021110859931980606,0.06114716150099878,0.037783,-0.04685797103344075,-0.1343903054391877,-0.34703,-0.02481232330842545,0.11165570412094539,-0.38954,-0.0338074202247953,-0.1411455887915716,-0.73958,-0.017629152154331647,0.12224013880174199,-0.74665,-0.05613052615761634
56,-0.0008996597282495294,0.76938,0.019355274381247248,-0.1499469690818701,0.53549,0.0395112830993969,-0.2671641300678533,0.7718,0.04696100754974475,0.14821867576222925,0.52756,-0.00957740524835186,0.25606915547413256,0.793,-0.03075822881383985,-0.3179749108694526,1.0248,0.037004952189722745,0.28544026788821175,1.024,-0.04656663415908333,-0.08106001421395174,0.04236,-0.020884356553026492,0.06114791317502244,0.037666,-0.04684794930773296,-0.13439881419989338,-0.34729,-0.02486057888832305,0.11172074649276369,-0.38945,-0.03372648512815453,-0.14118463558915967,-0.74003,-0.01802336066210148,0.12226112440502977,-0.74732,-0.05624186170654231
57,-0.0012674148478780808,0.76935,0.01995321850237144,-0.1500874931909079,0.53471,0.04026919930504178,-0.26705973098392805,0.77134,0.05020211859864073,0.14830659160872559,0.52734,-0.009021222001629317,0.2571761999885957,0.7921,-0.027244077217366384,-0.3180111747974183,1.0271,0.0432491121754637,0.28750814693536547,1.0258,-0.03996441504379014,-0.08103433111332793,0.042168,-0.020617766271241234,0.061154623564161056,0.037494,-0.04678109894739281,-0.13439104990049527,-0.34759,-0.024874133063135854,0.11180583231599757,-0.38955,-0.03364705337956108,-0.14112857483780608,-0.74046,-0.01833888909530152,0.12228709593687302,-0.7479,-0.05638250835432929
58,-0.0015697208137813077,0.76929,0.020622887154003965,-0.15022662811452434,0.53396,0.04103499397271077,-0.2670909974277117,0.77108,0.053422472369500866,0.1483941601588666,0.52712,-0.0084670083704128,0.258215373891801,0.79136,-0.023884488165280236,-0.3179938108323407,1.0289,0.04876083236907992,0.28926869810190436,1.0272,-0.034068560263523034,-0.08100835779766177,0.041968,-0.020355288868645682,0.06116555618663797,0.037316,-0.046667268029950415,-0.1343625475569709,-0.3479,-0.02488525135498394,0.11193031044935194,-0.38971,-0.0335745675580743,-0.14108583512753592,-0.74085,-0.018672377201785138,0.12229158496328245,-0.74842,-0.056587400639791424
59,-0.0017561144883488367,0.76948,0.021310703552529914,-0.15036429994173556,0.53346,0.04169391086276013,-0.2669191266813038,0.77233,0.05635518177319725,0.1486485752138898,0.52662,-0.008003139876357063,0.25910647755187616,0.79099,-0.0209039455524326,-0.3177151170628118,1.03,0.053335943928684314,0.290772303401739,1.0285,-0.028766102333250585,-0.08096859717345345,0.0419,-0.020095242540537468,0.06119125852117138,0.037202,-0.04653877915883882,-0.13437829967254172,-0.34801,-0.024916998336809684,0.11208011539043576,-0.38981,-0.033588797091688195,-0.14109853727071553,-0.74104,-0.01897476545479547,0.12226548786803552,-0.74873,-0.056792992326441624
60,-0.0018784385776575829,0.76963,0.021993315314203263,-0.15046570512602428,0.53302,0.0423281552861486,-0.26673850318267445,0.77368,0.05841612722413545,0.14890380864120448,0.52616,-0.00759221786723463,0.2598255973889002,0.79062,-0.01838048232504082,-0.3174162115451585,1.0306,0.056701164796846816,0.2917145869732749,1.0296,-0.02474666385619766,-0.08090046279377891,0.041735,-0.019754903435663572,0.06125477590679408,0.036953,-0.046322523426605755,-0.13435344394074836,-0.34816,-0.024948797591471016,0.11226653427079743,-0.38991,-0.033625729476456964,-0.14106698495479997,-0.74126,-0.019256525017828145,0.1222603024650925,-0.74904,-0.05699516332237407
61,-0.001980314837882427,0.76958,0.022682475838031055,-0.1504764677453938,0.53302,0.043073345306226904,-0.26654587391739903,0.77491,0.06037239764668942,0.14911106708670907,0.52571,-0.007107849271259396,0.2604159219305151,0.79034,-0.01612675187630318,-0.317116289964649,1.0311,0.059841797224486945,0.29225158283342784,1.0306,-0.021413270473145098,-0.08078316434167636,0.041607,-0.01929122782369509,0.06132941158426486,0.036739,-0.04607776535084833,-0.13432771996806664,-0.34837,-0.0249756728073673,0.11246262758051152,-0.39009,-0.033665383150755415,-0.14102171443284872,-0.7414,-0.019460484768372855,0.12236691887853415,-0.74931,-0.057196739462789636
62,-0.001973811756263255,0.76955,0.022990018859297114,-0.1504732405571791,0.53302,0.043609936943560385,-0.2658328869866591,0.77435,0.06159414992787983,0.14933566452377048,0.52554,-0.006755497187023396,0.2609224224870909,0.79034,-0.014693937098954623,-0.3169640948985602,1.0319,0.06179910472762952,0.292414071226773,1.0316,-0.01974311283925897,-0.0806207479980677,0.041588,-0.018767474130315466,0.0614420359610026,0.036729,-0.04574425560621643,-0.13430425342169464,-0.34864,-0.025015350524052734,0.11259789594326823,-0.39038,-0.033704466011923964,-0.14103523494831974,-0.74176,-0.01970992653644989,0.12245922223042326,-0.74935,-0.05736431359930849
63,-0.0019674799185830493,0.76955,0.02327931439647595,-0.1504465708649793,0.53312,0.04427947762755051,-0.265711976202583,0.77475,0.06274057069805722,0.1495678526120523,0.52554,-0.0064176840853532174,0.2613697090150822,0.79034,-0.013596941765383216,-0.31658968716894625,1.0329,0.06334659942939921,0.29256256802871106,1.0326,-0.01826748087301055,-0.08041843282523778,0.041569,-0.01814413588277823,0.06162404391400032,0.036706,-0.04530519057111846,-0.13428043957896726,-0.3489,-0.025053058625232143,0.1127328170096696,-0.39081,-0.03374551848859854,-0.14106602054436365,-0.74213,-0.01994210803243142,0.12249122157988795,-0.74943,-0.05752836249943841
64,-0.001973834014827325,0.76955,0.02356576967302173,-0.15039504365716333,0.53329,0.04532034310726184,-0.2652179302300253,0.77471,0.06375722579050473,0.14981747942908474,0.52553,-0.0060961464480255405,0.2617569889684077,0.79034,-0.012552322103615225,-0.3160861145890038,1.0337,0.0645900457116045,0.29266941331039603,1.0334,-0.017200829530827154,-0.0801926132586324,0.041553,-0.017416291446557028,0.06182114964150025,0.036683,-0.04471139655617159,-0.13425228453179824,-0.34917,-0.025066146532586247,0.11286850657976553,-0.39125,-0.03389738797390479,-0.1410906046746085,-0.74239,-0.020196706973002864,0.12251592770589062,-0.74951,-0.057733773325194845
