FrameNo,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
57,-0.03594465,0.7188175,-0.08174076,-0.214179,0.529967,-0.058920299999999995,-0.39719400000000005,0.7124619999999999,-0.1039278,0.1674015,0.539866,-0.08516898,0.31408650000000005,0.7295904999999999,-0.163098,-0.4379235,0.9401484999999999,-0.1592322,0.340746,0.96919,-0.21515879999999998,-0.09143085000000001,0.0332823,-0.04612644,0.0701106,0.0361304,-0.04761156,-0.10291470000000001,-0.425429,0.0073644,0.1188915,-0.44093299999999996,0.0038076600000000005,-0.10983,-0.7868565,0.041221259999999996,0.143976,-0.7994249999999999,0.02854368
58,-0.03586275,0.7187889999999999,-0.08181012,-0.214095,0.529967,-0.05943438,-0.395997,0.7135069999999999,-0.1056618,0.16733850000000003,0.5398755,-0.08516694,0.31309950000000003,0.7297994999999999,-0.16306740000000003,-0.43509900000000007,0.946466,-0.1624452,0.339612,0.96919,-0.2152098,-0.0913542,0.03326045,-0.04612848,0.07017885,0.0361304,-0.0475881,-0.10301025,-0.425429,0.00700944,0.11879700000000001,-0.44112299999999993,0.00352002,-0.1098615,-0.7868565,0.04122024,0.14390250000000002,-0.7999474999999999,0.02854572
59,-0.03576195,0.71877,-0.08204573999999999,-0.21402150000000003,0.529967,-0.060046379999999996,-0.39482100000000003,0.7142004999999999,-0.1074774,0.16727550000000002,0.5398755,-0.08530464,0.3121965,0.7297994999999999,-0.163047,-0.43245300000000003,0.9526599999999998,-0.1654338,0.338541,0.9690949999999999,-0.21529140000000002,-0.0912072,0.033231949999999996,-0.04613358,0.0702996,0.0361304,-0.047484059999999995,-0.10311945000000002,-0.425429,0.00648822,0.1185975,-0.441389,0.00285396,-0.1099035,-0.787056,0.04110294,0.14378700000000003,-0.8004129999999999,0.0285498
60,-0.03565905,0.7186275,-0.08230277999999999,-0.2139375,0.529967,-0.06078588,-0.393729,0.7142194999999999,-0.1091706,0.1671495,0.5397995,-0.08560452,0.311325,0.7297994999999999,-0.163098,-0.430038,0.9583599999999999,-0.1681776,0.3373755,0.969,-0.215475,-0.09105390000000001,0.03309325,-0.04588776,0.07047075,0.03608765,-0.047179080000000005,-0.1032591,-0.425429,0.005708940000000001,0.118335,-0.441465,0.0018757799999999999,-0.1099455,-0.7875595,0.040944839999999996,0.143661,-0.8008595,0.0285447
61,-0.03555615,0.7183615,-0.08273628000000001,-0.2138535,0.5299575,-0.061686540000000005,-0.3927,0.7142194999999999,-0.1109964,0.166992,0.539771,-0.08622774,0.310527,0.7297994999999999,-0.1633632,-0.42769650000000003,0.9639649999999998,-0.171003,0.3360735,0.968905,-0.21584219999999998,-0.09073365000000001,0.0328339,-0.044989140000000004,0.07082985,0.03596415,-0.04649772,-0.10347015000000001,-0.4254575,0.0046767,0.11811450000000001,-0.4414365,0.00011016,-0.110061,-0.7879965,0.0407592,0.14356649999999999,-0.8013534999999999,0.028499820000000002
62,-0.035453250000000006,0.7176965,-0.08358492000000001,-0.21371700000000002,0.5296344999999999,-0.06302886,-0.39167100000000005,0.7142194999999999,-0.1130976,0.166803,0.539543,-0.08737524,0.30982350000000003,0.7295429999999999,-0.1642506,-0.425271,0.9639649999999998,-0.17400179999999998,0.3347295,0.968525,-0.2165052,-0.09038610000000001,0.03238455,-0.04365906,0.07125615,0.0356782,-0.045574619999999996,-0.10377465000000001,-0.42551449999999996,0.0032334,0.11797800000000001,-0.441427,-0.0030957,-0.1102395,-0.7889369999999999,0.04043688,0.14343,-0.8017525,0.02830296
63,-0.03531045,0.7166705,-0.08486808,-0.213507,0.5289124999999999,-0.06432528,-0.3906945,0.7142194999999999,-0.11528039999999999,0.166593,0.5386975,-0.08859618000000001,0.309183,0.7288209999999999,-0.165546,-0.42413700000000004,0.9639649999999998,-0.17532779999999998,0.33333300000000005,0.967575,-0.2176476,-0.08999025000000001,0.03165495,-0.041786340000000005,0.07175279999999999,0.0351405,-0.0443445,-0.1042356,-0.4256,0.0012189000000000002,0.1177995,-0.44130349999999996,-0.00791724,-0.110418,-0.7899345,0.04000338,0.143304,-0.802085,0.02804388
64,-0.035186550000000004,0.714856,-0.08682851999999999,-0.213255,0.5277725,-0.06564822000000001,-0.389676,0.7134975,-0.1180038,0.166362,0.5372439999999999,-0.09062598,0.30857399999999996,0.7273485,-0.1676064,-0.4226985,0.9639649999999998,-0.17700059999999998,0.331863,0.9661499999999998,-0.2193408,-0.08958705,0.0305843,-0.03933528,0.072261,0.034297850000000005,-0.042776760000000004,-0.10498005,-0.4259515,-0.00159732,0.11758950000000001,-0.441104,-0.01428102,-0.11061750000000001,-0.791103,0.0394434,0.143157,-0.8024079999999999,0.027599159999999998
65,-0.03492195,0.7110085,-0.08967533999999999,-0.21259350000000002,0.523944,-0.067881,-0.38822700000000004,0.7096594999999999,-0.12138,0.166194,0.5326745,-0.09449382,0.3078495,0.7226364999999999,-0.17091119999999999,-0.420357,0.9611149999999999,-0.18024420000000002,0.33009900000000003,0.9623499999999998,-0.2228598,-0.08913345000000002,0.0284601,-0.0359856,0.07302750000000001,0.03229335,-0.040499099999999996,-0.106659,-0.42646449999999997,-0.0065535,0.11730600000000001,-0.440914,-0.02278782,-0.1110165,-0.792414,0.03844176,0.142989,-0.8028164999999999,0.02664444
66,-0.03450405,0.706078,-0.09267618,-0.21182700000000002,0.5192605,-0.07041366,-0.38689350000000006,0.704197,-0.1249092,0.1660365,0.527079,-0.09885840000000001,0.307356,0.716452,-0.1749402,-0.418005,0.95171,-0.18362040000000002,0.328335,0.9550350000000001,-0.2275416,-0.08850975,0.0256481,-0.03203106,0.07400295,0.02960485,-0.03784506,-0.10878,-0.427025,-0.012355260000000002,0.11700150000000001,-0.4408855,-0.03203514,-0.11151000000000001,-0.793839,0.03722592,0.142842,-0.8032155,0.02534496
