FrameNo,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
90,-0.01472754835290292,0.74322,0.01909145401777734,-0.16531941489417018,0.5675,0.015618698250789624,-0.28068805939074504,0.77424,-0.026569683183237137,0.14149835424593352,0.55372,-0.03381160562132916,0.2447285741012513,0.75013,-0.09864429947730555,-0.3297379861681335,1.0194,-0.018246809633024268,0.2723188452693483,0.95,-0.11441692135418058,-0.0749893092110317,0.046946,0.010054507449511176,0.0710471693003899,0.050226,-0.019252703301140185,-0.110789242144117,-0.33025,-0.04374422303724468,0.1000693405471065,-0.32517,-0.0572475779703144,-0.09687092663206498,-0.69054,0.03346283554101597,0.10029870055589937,-0.68282,0.004157474810270085
91,-0.014259062942219784,0.73573,0.020625406565927724,-0.16429870113404033,0.56073,0.018009779056593046,-0.2792185105396081,0.76639,-0.02629773617714546,0.14139747179000073,0.54547,-0.03277128272429913,0.24419119356290656,0.74196,-0.09921566464688478,-0.3269855878668844,1.0097,-0.019395205292752016,0.27154659622524985,0.9466,-0.11562923955246397,-0.07392291768147662,0.040619,0.015140599672986206,0.07259934265372853,0.043873,-0.014538617824487739,-0.11203916614729847,-0.33269,-0.04622587792587661,0.10192304632088277,-0.32668,-0.060958853209941405,-0.09698942860021771,-0.69139,0.03290595289310536,0.10019817509070111,-0.68373,0.0034664323869365646
92,-0.013740326509923123,0.72697,0.02238100034405754,-0.16320190721352826,0.55249,0.0202564548444912,-0.2778341472488989,0.75815,-0.026220961967043946,0.14151505743249115,0.53622,-0.031874070588469416,0.24358968876222872,0.7328,-0.09980517035064135,-0.3245437633253831,1.0002,-0.020404558010349655,0.27042611402541417,0.94066,-0.11749196890474553,-0.07281629142712263,0.033171,0.019994172721079173,0.07421373075986168,0.036621,-0.010237611425657827,-0.11336556925963726,-0.33593,-0.049026091986190214,0.10402575466231885,-0.32942,-0.06527353438366157,-0.09713273821538983,-0.69258,0.03203561597317193,0.10010825418553403,-0.68494,0.0027491498548657366
93,-0.0132954097870445,0.71757,0.023856152237830837,-0.16221294702752442,0.54397,0.022294689068151304,-0.2766408672969613,0.74957,-0.026306471944847094,0.14162785483699078,0.52599,-0.031119189309367766,0.24311672991397548,0.72375,-0.10041429589423558,-0.3221359239581076,0.99047,-0.02154906252383932,0.26945873608203796,0.93559,-0.11935021644333377,-0.07176997576749335,0.02504,0.024482672307846953,0.0757243054861986,0.028647,-0.00631228545242298,-0.1147453322311167,-0.3398,-0.052186512550376915,0.10611365304005634,-0.33275,-0.06972979474008613,-0.097313531794551,-0.69413,0.030779933815245773,0.09996995035324273,-0.68679,0.0012910136986808846
94,-0.012862398473202313,0.70654,0.02513133348066837,-0.16122755954226775,0.53551,0.024197486089354438,-0.2755286293915744,0.74025,-0.026390892569226047,0.14172259283101302,0.51547,-0.030466728036579377,0.2428162980918705,0.71408,-0.10113913844283956,-0.3198446986875945,0.9805,-0.02266386598623183,0.26849592285987794,0.93023,-0.12112498845664532,-0.07076276398676513,0.016089,0.028570880892149163,0.07719059752299176,0.019818,-0.002620822779872037,-0.11619224717875637,-0.34453,-0.05567018319128098,0.10810991683240548,-0.33649,-0.07424503901602024,-0.09769585342935379,-0.69599,0.029072381717193785,0.09980067587595212,-0.68893,-0.0007343621062842094
95,-0.012425559686735354,0.6946,0.026376392465069537,-0.16033144947889594,0.5238,0.026169842739233905,-0.2745583083482925,0.72994,-0.026531523550749267,0.14185141573645488,0.50331,-0.029563373920502234,0.24256649584283754,0.70288,-0.10186478493830278,-0.31783140310325064,0.97029,-0.023857606699310502,0.26747129267029146,0.92402,-0.12284722797964667,-0.06969891823731474,0.00561,0.032387123313874534,0.07895514632011173,0.009848,0.0007753622184139015,-0.117710084493868,-0.35012,-0.05944089915577033,0.11000551633412764,-0.34097,-0.07887047721462052,-0.09808261600579199,-0.69757,0.027224468377919763,0.0995912051416818,-0.69119,-0.0028034215572145683
96,-0.012119045990350453,0.68216,0.027521564659077263,-0.15943174267239002,0.51133,0.028105009828228267,-0.27358816095318816,0.71858,-0.026673139340025506,0.14194999981659576,0.49078,-0.028658749590107137,0.24245092006749525,0.69157,-0.10263542314145262,-0.31576586881128477,0.95454,-0.025791665666537997,0.2663315114803477,0.91678,-0.12464664422917052,-0.06853801393691043,-0.005965,0.035999413197771286,0.08078001594932702,-0.001445,0.004047183245971447,-0.11922157252121274,-0.35614,-0.06346354504413701,0.11187856561514006,-0.34673,-0.0837965671844545,-0.09839520855180238,-0.69928,0.02522131713545734,0.09935436469360784,-0.69383,-0.005091048843761952
97,-0.011911460102815892,0.66884,0.028566391007948926,-0.15850291284063295,0.49755,0.03014775409603031,-0.2726871736175693,0.70574,-0.026861455088316437,0.14209839509751707,0.47795,-0.02770198272163798,0.2423273564759803,0.67909,-0.10345136250124103,-0.313890673396783,0.93911,-0.027826199066959725,0.264797430498988,0.90172,-0.1274153162109391,-0.06733173456888371,-0.018374,0.039488959025851644,0.08264315309207387,-0.013402,0.007069569718168052,-0.12065588863051242,-0.36266,-0.06756681658019253,0.11357378047130333,-0.35336,-0.08834910137888329,-0.09862844566444189,-0.70106,0.023265098985738964,0.09910696474562222,-0.69663,-0.007260040145205256
98,-0.011748002490557023,0.6549,0.029516440274563363,-0.1575809309826117,0.48312,0.03186372305072607,-0.27181706983136517,0.69288,-0.02699456932960309,0.14222401842477708,0.4646,-0.026701598905471337,0.24218057389725484,0.66537,-0.10434139557623472,-0.31213586603800136,0.92158,-0.030601074763917276,0.26360557711430826,0.88631,-0.13008592560009122,-0.06605972482862832,-0.031437,0.04269478048387071,0.08455263328052531,-0.026075,0.010089877220710055,-0.12193481901465594,-0.36972,-0.07182543056510764,0.11501492935262163,-0.36055,-0.09296041040147926,-0.09891618247865891,-0.70286,0.0212301484886152,0.09881054311828316,-0.69949,-0.009326968353645418
99,-0.011550875745324572,0.64016,0.03037525692921909,-0.15706865373522183,0.46783,0.032580658906857345,-0.27113145075318146,0.67907,-0.02725254506417992,0.14227410657857487,0.45007,-0.025726482411482475,0.24201149044080414,0.65145,-0.10524272780397023,-0.31080856978969823,0.90481,-0.033381802846495716,0.26212378827681326,0.87097,-0.13273079721154524,-0.06496917867486644,-0.045198,0.045712251293425474,0.0862955908384787,-0.039508,0.012954739512544207,-0.12306081879051763,-0.37688,-0.07608054754408243,0.11609852151285131,-0.36791,-0.09741119157227263,-0.09921825818063841,-0.70489,0.018998702708347713,0.09845665534491406,-0.70239,-0.01138579458328692
100,-0.011438601689596647,0.62466,0.031144446461395917,-0.1564849848282468,0.45193,0.03312659993575202,-0.27101329964902987,0.6663,-0.02750388013254041,0.14236735743380494,0.43543,-0.02479451659773239,0.24188219645942619,0.63661,-0.10609116581960806,-0.31042631407789856,0.89226,-0.03536023772558488,0.26068223594794016,0.85598,-0.13520506394799878,-0.06362524190506069,-0.059497,0.04864645628946172,0.0880944420919083,-0.053321,0.015871687261139425,-0.12409123994150151,-0.38407,-0.08031190054892673,0.11682854907625582,-0.37574,-0.10208191836332663,-0.09944229372368449,-0.70722,0.01669155531915645,0.09814263576607894,-0.70529,-0.013541008193142847
101,-0.011386747582742024,0.60864,0.03150187219018766,-0.15615910241883163,0.4369,0.03370784141330997,-0.2706827323064635,0.65131,-0.02770229694641619,0.1426320934261173,0.42214,-0.02398417663551012,0.24164318443979546,0.62104,-0.10692838099772659,-0.30993061980513137,0.87689,-0.03744397071902376,0.25956197548105614,0.84362,-0.1374120620192115,-0.06237123868203128,-0.073294,0.05137007886181493,0.08974518463438866,-0.066604,0.018685791391843454,-0.12496833153542841,-0.39085,-0.08407679235824381,0.1171420570167947,-0.38322,-0.10623546007748084,-0.0996130691447837,-0.70923,0.014628873386441575,0.09783776005510848,-0.7079,-0.01563284681045066
102,-0.011350360184893243,0.59163,0.03185796341063236,-0.15580749603673474,0.41927,0.03426220767497165,-0.2703946588988286,0.63556,-0.0280841211360816,0.1427454616437468,0.40478,-0.023168470409451067,0.241516221795711,0.60447,-0.10787877275221897,-0.30944281539516594,0.85991,-0.03986038787208703,0.2582199199903403,0.82417,-0.1401282820139541,-0.06130617134602823,-0.088695,0.054317916131709484,0.09141170992712709,-0.081714,0.021727614438745265,-0.12577884196632502,-0.39769,-0.08757925903780092,0.11737437330499217,-0.39109,-0.11056152400930594,-0.0997336103739403,-0.71091,0.01290867141804559,0.09763011049396063,-0.70994,-0.017052354351732177
