FrameNo,head_x,head_y,head_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,left_hand_x,left_hand_y,left_hand_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_foot_x,left_foot_y,left_foot_z,right_foot_x,right_foot_y,right_foot_z
123,-0.01965915,0.7211355,0.02286534,-0.1766415,0.5411674999999999,-0.0010302,-0.2827755,0.734464,-0.08778324,0.1491945,0.5348310000000001,-0.0021144600000000003,0.26369699999999996,0.7161479999999999,-0.07833294,-0.33075000000000004,0.9440909999999999,-0.12977460000000002,0.295134,0.9091785,-0.1112922,-0.0899388,0.0407265,0.00392394,0.0739431,0.04229685,-0.00373626,-0.11677050000000001,-0.3108495,-0.0569925,0.1127595,-0.3024895,-0.03342336,-0.1142085,-0.6362055,0.01954932,0.10284330000000001,-0.6262115,0.030312360000000003
124,-0.019589850000000002,0.713184,0.0247554,-0.17666250000000003,0.5338145,0.0012036,-0.28257600000000005,0.7263795,-0.08587992,0.14895300000000003,0.5275445,-0.0006221999999999999,0.26322450000000003,0.7097735,-0.07764546,-0.330393,0.9359399999999999,-0.1294074,0.294147,0.9052549999999999,-0.11068019999999999,-0.0898485,0.0342038,0.00809268,0.0746676,0.036006899999999994,0.00031314,-0.11755800000000001,-0.312455,-0.06147846,0.1154055,-0.305463,-0.038464200000000004,-0.11462850000000001,-0.6377634999999999,0.018040740000000003,0.10276875,-0.628292,0.02756856
125,-0.01948695,0.7050615,0.02648736,-0.176631,0.5259865,0.00324972,-0.28234499999999996,0.7172499999999999,-0.08392967999999999,0.1486695,0.519859,0.0008292600000000001,0.26263650000000005,0.7025155,-0.07697634,-0.330162,0.9282545,-0.1286526,0.292866,0.8987474999999999,-0.11021099999999999,-0.08970675,0.02670925,0.01191666,0.0753333,0.02864725,0.0043146,-0.11847150000000001,-0.314507,-0.06619392,0.1180095,-0.3087025,-0.043858980000000006,-0.11500650000000001,-0.639331,0.016342440000000003,0.1022658,-0.6306765,0.02454018
126,-0.019387200000000004,0.695134,0.02832234,-0.176589,0.5164865,0.00553962,-0.28216650000000004,0.7080445,-0.08205084,0.14838600000000002,0.509675,0.0022644,0.261996,0.69388,-0.076245,-0.3299415,0.9208729999999999,-0.1276938,0.29141700000000004,0.8896465,-0.1100478,-0.08950620000000001,0.017935049999999998,0.015498900000000001,0.07590135,0.0201894,0.00819978,-0.119469,-0.31758499999999995,-0.07118580000000001,0.12045600000000001,-0.31223650000000003,-0.04969134000000001,-0.11544750000000001,-0.640699,0.0142647,0.10159905000000001,-0.6330705,0.0214965
127,-0.0192318,0.684551,0.03020832,-0.1765575,0.5050199999999999,0.00767142,-0.281988,0.698174,-0.08038824,0.14812350000000002,0.49931999999999993,0.00364854,0.2615025,0.6845415,-0.07570746,-0.3297,0.913634,-0.1264596,0.28992599999999996,0.8799659999999999,-0.10978260000000001,-0.0893571,0.008093050000000001,0.018645600000000002,0.07665630000000001,0.01077015,0.011630040000000001,-0.1205085,-0.3214705,-0.07644084,0.12282900000000001,-0.31637849999999995,-0.055968420000000005,-0.11579400000000001,-0.6420005,0.01194624,0.1007391,-0.6356354999999999,0.018404880000000002
128,-0.0190386,0.6731699999999999,0.03191478,-0.176526,0.4939145,0.00960738,-0.281715,0.6874485,-0.07887354,0.1477875,0.4898199999999999,0.0047164799999999995,0.261135,0.6744145,-0.07513218,-0.328944,0.901797,-0.1248684,0.2883615,0.869041,-0.1096704,-0.089271,-0.0019018999999999998,0.0214302,0.07752675,0.0012815499999999998,0.01473594,-0.1215585,-0.32670499999999997,-0.08223036,0.125013,-0.3210145,-0.06225978,-0.115962,-0.6432925,0.00964002,0.09976575,-0.6382099999999999,0.0154479
129,-0.0188097,0.6608959999999999,0.033555959999999996,-0.17643150000000002,0.4819445,0.011533139999999999,-0.281421,0.6764285,-0.0772854,0.1476195,0.477869,0.0061179599999999995,0.2608935,0.663404,-0.0747711,-0.3282825,0.894558,-0.12329760000000001,0.28675500000000004,0.855969,-0.10965,-0.08919015000000001,-0.0130758,0.023961839999999998,0.0783804,-0.009448699999999999,0.01753176,-0.12255600000000001,-0.3320535,-0.08796174,0.127029,-0.32622999999999996,-0.0683298,-0.1159935,-0.6448315,0.00725526,0.0987021,-0.6409364999999999,0.01274082
130,-0.01851885,0.6483369999999999,0.03510228,-0.17613750000000003,0.46949949999999996,0.013311000000000002,-0.281316,0.6674509999999999,-0.07657752000000001,0.1474095,0.46554749999999995,0.00727056,0.2607045,0.652004,-0.0742917,-0.327579,0.8866539999999999,-0.12178800000000001,0.2851695,0.841985,-0.10962960000000001,-0.08901690000000001,-0.024855799999999997,0.02640576,0.0792939,-0.020761299999999996,0.02023782,-0.1235325,-0.3374495,-0.09337386,0.128646,-0.3313695,-0.07385922,-0.1160355,-0.646304,0.0046359,0.09759330000000001,-0.6435584999999999,0.010465200000000001
131,-0.01819965,0.635626,0.036598620000000005,-0.1756125,0.456076,0.01488282,-0.28116900000000006,0.6574665,-0.0758319,0.147126,0.452504,0.0083946,0.260463,0.6399199999999999,-0.07386329999999999,-0.32668650000000005,0.8770304999999999,-0.1204008,0.2836155,0.8271744999999999,-0.109599,-0.0887313,-0.03688945,0.02873952,0.08008665,-0.0325014,0.02297856,-0.12458250000000001,-0.3431685,-0.09849324,0.129969,-0.3365375,-0.07917239999999999,-0.1160775,-0.6478524999999999,0.00207876,0.0963942,-0.6460285,0.008397660000000001
132,-0.017845800000000002,0.6223259999999999,0.03788076,-0.175077,0.44297549999999997,0.01626186,-0.28098,0.6465795,-0.07511688,0.14682150000000002,0.440154,0.009627779999999999,0.260379,0.6274274999999999,-0.0735012,-0.325731,0.866495,-0.1186668,0.282114,0.8119744999999999,-0.1095888,-0.08842155,-0.048909799999999996,0.031215060000000003,0.08081325,-0.0440572,0.02565096,-0.12561150000000001,-0.34879249999999995,-0.1031832,0.130746,-0.34094549999999996,-0.08380014,-0.11609850000000001,-0.6495055,-0.00019074,0.09523815000000001,-0.648489,0.00656472
133,-0.0173964,0.6089119999999999,0.039189419999999996,-0.17436300000000002,0.42935249999999997,0.017513400000000002,-0.2806755,0.6352555,-0.07462218,0.1466745,0.4271675,0.01079874,0.260337,0.6144314999999999,-0.07350018,-0.3247125,0.8547435,-0.11726940000000001,0.2812215,0.7961095,-0.1099764,-0.08798790000000001,-0.061140099999999996,0.03361512,0.08152620000000001,-0.05592555,0.02829582,-0.126693,-0.35429299999999997,-0.1073856,0.13154400000000002,-0.3457145,-0.08840136,-0.11590950000000001,-0.6512819999999999,-0.00220932,0.0942837,-0.650408,0.005276459999999999
134,-0.01710135,0.594567,0.040570499999999995,-0.173817,0.416518,0.018670080000000002,-0.280413,0.6246535,-0.07453242,0.146685,0.4149125,0.01196154,0.2601795,0.6013499999999999,-0.07343184,-0.3235365,0.8417855,-0.1164024,0.28060199999999996,0.7818499999999999,-0.1104864,-0.0875469,-0.07266265,0.03612228,0.08216040000000001,-0.0670852,0.030676500000000002,-0.1276485,-0.359822,-0.1112514,0.132321,-0.35055949999999997,-0.09279144,-0.11553150000000001,-0.6529825,-0.00384132,0.0937839,-0.6520229999999999,0.004322759999999999
135,-0.01685775,0.580906,0.041554799999999996,-0.17354400000000003,0.40204949999999995,0.01955952,-0.2800035,0.6119519999999999,-0.07419786,0.14670600000000003,0.40152699999999997,0.01299072,0.259917,0.5890380000000001,-0.07342776,-0.32219250000000005,0.8282765,-0.1161474,0.2801715,0.7700414999999999,-0.1111902,-0.08704815,-0.08502025,0.038984399999999995,0.08278830000000001,-0.0793079,0.03321528000000001,-0.12853050000000002,-0.365313,-0.11470920000000001,0.13318200000000002,-0.3560885,-0.09719886,-0.115101,-0.6546069999999999,-0.004927620000000001,0.0934437,-0.653562,0.0034873800000000004
