FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,0.552095,0.323342,0.581093,0.361809,0.600954,0.428285,0.514701,0.367288,0.0,0.0,0.590703,0.421418,0.502864,0.466081,0.578664,0.489118,0.528597,0.489023,0.57832,0.555988,0.53897,0.562313,0.57182,0.639684,0.540939,0.64561
1,0.55182,0.322944,0.580936,0.362916,0.600414,0.429238,0.514863,0.367492,0.0,0.0,0.591494,0.419537,0.501339,0.464293,0.576273,0.487753,0.52774,0.487651,0.0,0.0,0.537182,0.561186,0.5677,0.637601,0.540368,0.643661
2,0.552394,0.322031,0.57982,0.364581,0.600082,0.431115,0.515132,0.36807,0.0,0.0,0.589833,0.421214,0.502388,0.466212,0.575311,0.488844,0.52761,0.488343,0.0,0.0,0.534455,0.559722,0.568157,0.63783,0.539604,0.643901
3,0.552238,0.322213,0.581952,0.362508,0.601733,0.430642,0.51487,0.367459,0.0,0.0,0.590206,0.422103,0.501929,0.466424,0.577403,0.490483,0.52762,0.489902,0.0,0.0,0.536851,0.562266,0.568631,0.638631,0.540547,0.643986
4,0.551318,0.321895,0.581915,0.361927,0.600956,0.428696,0.514264,0.366728,0.0,0.0,0.590418,0.422263,0.501958,0.465336,0.575771,0.489084,0.52635,0.4885,0.0,0.0,0.535464,0.560689,0.568637,0.637765,0.540073,0.643818
5,0.551597,0.322283,0.583106,0.361497,0.601897,0.428637,0.51366,0.366095,0.0,0.0,0.591299,0.421331,0.501665,0.465514,0.576254,0.489848,0.525618,0.489244,0.0,0.0,0.534531,0.561951,0.568293,0.637748,0.540122,0.643599
6,0.551841,0.322439,0.582955,0.361374,0.601725,0.428799,0.51386,0.365918,0.507604,0.423769,0.590776,0.422005,0.50163,0.465336,0.576283,0.49015,0.52577,0.489551,0.0,0.0,0.535509,0.562271,0.568019,0.638227,0.540363,0.643812
7,0.552008,0.322881,0.582408,0.361126,0.601489,0.428594,0.514214,0.366287,0.0,0.0,0.591195,0.420485,0.501481,0.465244,0.576534,0.49021,0.526239,0.48965,0.0,0.0,0.536452,0.56237,0.56793,0.637797,0.54061,0.64353
8,0.551808,0.322937,0.582132,0.361255,0.60112,0.428503,0.513946,0.366379,0.507699,0.423855,0.590885,0.420625,0.501485,0.465464,0.576213,0.490345,0.526077,0.489852,0.0,0.0,0.536351,0.56249,0.567773,0.638228,0.540562,0.64394
9,0.551766,0.32301,0.582184,0.361341,0.601134,0.428663,0.513905,0.366607,0.507684,0.424099,0.591064,0.420034,0.501331,0.465532,0.576496,0.490544,0.52634,0.490024,0.0,0.0,0.53672,0.562695,0.567823,0.638134,0.540688,0.643777
10,0.551481,0.322857,0.581793,0.361896,0.60072,0.429023,0.513973,0.367052,0.507725,0.424587,0.590654,0.420946,0.501695,0.465506,0.576103,0.490346,0.526365,0.489906,0.0,0.0,0.536397,0.562153,0.567821,0.638548,0.540456,0.644155
11,0.550986,0.323034,0.581832,0.361749,0.600713,0.429039,0.513588,0.367205,0.507623,0.424426,0.590517,0.420569,0.50154,0.465798,0.576322,0.490725,0.526444,0.490355,0.0,0.0,0.536568,0.562784,0.567848,0.638578,0.540562,0.644156
12,0.552224,0.324158,0.584238,0.36456,0.603828,0.430292,0.513521,0.369413,0.507336,0.424633,0.593049,0.420363,0.50429,0.469697,0.580264,0.491071,0.527774,0.490421,0.577711,0.556886,0.539723,0.562972,0.570156,0.636662,0.541843,0.644916
13,0.552217,0.324888,0.582636,0.365116,0.60384,0.43092,0.514393,0.370731,0.507255,0.426942,0.593048,0.420661,0.504847,0.469935,0.581411,0.491071,0.529215,0.490357,0.578402,0.55605,0.540087,0.561567,0.571478,0.637185,0.541994,0.645023
14,0.552311,0.324498,0.582749,0.365024,0.603655,0.430396,0.514398,0.370369,0.507716,0.426397,0.59299,0.420729,0.505096,0.470507,0.581518,0.490898,0.529119,0.490197,0.578514,0.555935,0.539934,0.561625,0.571258,0.63696,0.541885,0.644936
15,0.551303,0.32404,0.582397,0.364628,0.603237,0.429316,0.514604,0.369986,0.507828,0.425761,0.592141,0.421507,0.504961,0.471112,0.581179,0.490281,0.5289,0.489662,0.578237,0.555445,0.539616,0.561162,0.571467,0.636908,0.541729,0.644828
16,0.551155,0.323921,0.582557,0.364299,0.60333,0.429192,0.514,0.369754,0.507268,0.425194,0.592221,0.420517,0.504695,0.470866,0.581144,0.490318,0.52876,0.489663,0.578194,0.555774,0.539344,0.561412,0.571497,0.637077,0.541529,0.644829
17,0.551298,0.323375,0.582148,0.363819,0.603183,0.429043,0.51353,0.369099,0.507262,0.424702,0.591994,0.420848,0.50457,0.470896,0.581136,0.489981,0.528478,0.489361,0.578531,0.555256,0.539524,0.561066,0.571552,0.636729,0.541646,0.644811
18,0.551383,0.32334,0.58146,0.363937,0.602626,0.42851,0.514021,0.369275,0.507665,0.425438,0.590859,0.423336,0.50475,0.471508,0.580858,0.489875,0.52892,0.489392,0.578356,0.555136,0.539727,0.560909,0.571101,0.636795,0.541701,0.644861
19,0.548226,0.32204,0.580835,0.363146,0.601792,0.426828,0.513488,0.368871,0.507537,0.424194,0.590759,0.419752,0.504331,0.470669,0.58002,0.488846,0.528485,0.488606,0.577648,0.555291,0.539334,0.560986,0.57098,0.636907,0.541466,0.644853
20,0.548348,0.322164,0.58093,0.363179,0.602156,0.427169,0.513233,0.369041,0.507224,0.425126,0.590444,0.420484,0.504367,0.471954,0.580869,0.490177,0.528878,0.48974,0.578865,0.555836,0.539763,0.562231,0.571458,0.637343,0.541753,0.645
21,0.548284,0.321928,0.5811,0.363426,0.602457,0.427839,0.513047,0.369091,0.507012,0.425963,0.589778,0.422182,0.503974,0.472555,0.580818,0.490774,0.528724,0.490233,0.578697,0.555913,0.539598,0.56229,0.571727,0.637758,0.541449,0.64536
22,0.547216,0.321358,0.580707,0.36387,0.602265,0.428348,0.51219,0.368456,0.506182,0.42545,0.589568,0.422367,0.503459,0.472549,0.580487,0.490968,0.528215,0.490346,0.578613,0.555943,0.539402,0.562318,0.57203,0.638017,0.541276,0.645568
23,0.547556,0.321292,0.580923,0.362989,0.602222,0.427213,0.512533,0.368052,0.505353,0.425019,0.589955,0.421325,0.503474,0.471418,0.580661,0.489781,0.528566,0.489195,0.579739,0.555679,0.539447,0.562023,0.572241,0.637738,0.541622,0.645166
24,0.546894,0.322482,0.58192,0.363355,0.60207,0.430774,0.511766,0.366551,0.0,0.0,0.590427,0.417219,0.503446,0.468485,0.580162,0.493727,0.526918,0.492682,0.58608,0.561731,0.540322,0.569831,0.574133,0.645537,0.539648,0.646971
25,0.547347,0.320957,0.580564,0.362376,0.601711,0.42666,0.51223,0.365824,0.0,0.0,0.590556,0.417006,0.504262,0.4693,0.580042,0.492021,0.527372,0.491,0.585023,0.560749,0.53969,0.568352,0.573814,0.643874,0.539637,0.647573
26,0.547507,0.321649,0.580524,0.363098,0.601548,0.425984,0.512545,0.365736,0.0,0.0,0.590056,0.416304,0.504601,0.468884,0.579927,0.49198,0.527644,0.490586,0.585341,0.559601,0.538816,0.566621,0.574339,0.642305,0.539748,0.646316
27,0.547935,0.325116,0.578814,0.364126,0.60054,0.423864,0.513665,0.368202,0.0,0.0,0.590419,0.421131,0.504853,0.468128,0.580092,0.490287,0.529647,0.489405,0.584451,0.559546,0.540226,0.56591,0.574797,0.642987,0.540704,0.646835
28,0.547241,0.323935,0.577843,0.364434,0.599962,0.421541,0.512026,0.36766,0.508118,0.42067,0.590697,0.418115,0.502157,0.461792,0.579869,0.490199,0.528758,0.488962,0.583549,0.557958,0.538433,0.563237,0.5742,0.64162,0.53944,0.645962
