FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,0.553508,0.322943,0.579625,0.361166,0.600245,0.43055,0.512663,0.364094,0.504412,0.420076,0.58954,0.414549,0.503145,0.465605,0.575641,0.486984,0.525117,0.484661,0.570877,0.555586,0.534582,0.557801,0.567075,0.636669,0.539331,0.641537
1,0.553495,0.321634,0.579511,0.361928,0.600134,0.429048,0.513893,0.366119,0.504886,0.421373,0.58986,0.409784,0.500025,0.466816,0.57363,0.485794,0.524746,0.484453,0.567199,0.555986,0.534309,0.557291,0.565953,0.638803,0.538037,0.641689
2,0.553822,0.322031,0.578559,0.362434,0.59963,0.429703,0.514615,0.367215,0.503103,0.42125,0.590916,0.409843,0.499815,0.46616,0.575114,0.486769,0.526528,0.485296,0.569148,0.555928,0.535929,0.557267,0.565897,0.638685,0.538907,0.641571
3,0.553866,0.321502,0.579402,0.361164,0.60027,0.42927,0.514232,0.366144,0.503877,0.420501,0.590637,0.409776,0.49989,0.464172,0.575399,0.485496,0.525879,0.483974,0.568494,0.55492,0.534616,0.556534,0.566013,0.637902,0.538309,0.641048
4,0.554105,0.32141,0.579605,0.361069,0.600704,0.429127,0.514677,0.365882,0.504066,0.420308,0.590917,0.408744,0.498602,0.463972,0.575581,0.485629,0.525879,0.483982,0.570187,0.554872,0.535667,0.556535,0.566808,0.638455,0.536865,0.64382
5,0.554105,0.3215,0.579659,0.360888,0.600736,0.428235,0.51464,0.365333,0.504271,0.419002,0.590464,0.410052,0.498814,0.463941,0.575866,0.486063,0.525661,0.484061,0.0,0.0,0.53573,0.55677,0.566759,0.637796,0.537516,0.643431
6,0.554182,0.321463,0.579333,0.36101,0.600153,0.427687,0.514559,0.365425,0.504347,0.418748,0.590011,0.410248,0.499344,0.465194,0.575254,0.485904,0.525819,0.484157,0.56909,0.554871,0.535419,0.556769,0.56634,0.638091,0.5394,0.641712
7,0.553738,0.321519,0.579384,0.361231,0.600289,0.427547,0.514343,0.365938,0.504156,0.418813,0.590007,0.41037,0.49894,0.465342,0.575124,0.486276,0.525831,0.484625,0.568726,0.555023,0.535039,0.557044,0.566468,0.638246,0.539448,0.641695
8,0.553584,0.321671,0.57924,0.361223,0.600187,0.427961,0.514095,0.366009,0.503995,0.419402,0.589961,0.409556,0.499174,0.465482,0.575101,0.486447,0.525721,0.484823,0.56865,0.555354,0.535056,0.557483,0.566536,0.638348,0.537534,0.643902
9,0.553356,0.321554,0.579257,0.361356,0.600249,0.42856,0.514257,0.366273,0.503934,0.419108,0.589931,0.409734,0.498352,0.465842,0.575046,0.486281,0.525867,0.484627,0.568519,0.554904,0.534587,0.556557,0.566553,0.638262,0.539194,0.641391
10,0.553545,0.321731,0.579155,0.361562,0.60018,0.428774,0.514326,0.366508,0.503898,0.419321,0.589844,0.410401,0.498524,0.465967,0.575022,0.486356,0.525883,0.484678,0.568764,0.554741,0.534637,0.556362,0.566532,0.638244,0.539268,0.641397
11,0.553539,0.321623,0.579259,0.361379,0.600218,0.428528,0.514382,0.366404,0.503856,0.419376,0.589835,0.410289,0.498362,0.465965,0.575107,0.486313,0.525953,0.484666,0.568766,0.554767,0.534776,0.556386,0.566534,0.638277,0.5393,0.641414
12,0.553131,0.322675,0.578696,0.364303,0.598078,0.430917,0.513986,0.367612,0.508446,0.420205,0.588734,0.414013,0.504352,0.475632,0.575727,0.490662,0.526733,0.489665,0.575007,0.558353,0.534611,0.561771,0.567808,0.637729,0.539801,0.640823
13,0.554374,0.322722,0.579479,0.365188,0.599261,0.432588,0.516465,0.368218,0.509677,0.419596,0.589737,0.413669,0.506391,0.473599,0.578176,0.490554,0.529042,0.488981,0.575409,0.558895,0.535893,0.562124,0.568649,0.637684,0.541496,0.640575
14,0.554158,0.322594,0.579403,0.36513,0.599309,0.433117,0.516626,0.367966,0.510459,0.419537,0.589429,0.416246,0.506705,0.473393,0.57795,0.490478,0.528643,0.488863,0.575313,0.558492,0.535929,0.561839,0.568616,0.637224,0.541495,0.640673
15,0.553668,0.322593,0.579156,0.364746,0.598935,0.432258,0.516694,0.367532,0.509836,0.419071,0.589066,0.41622,0.506138,0.471094,0.577059,0.489544,0.527993,0.488112,0.574728,0.557773,0.535163,0.561149,0.568386,0.636623,0.540965,0.640602
16,0.553536,0.32268,0.579207,0.364598,0.598604,0.431699,0.516397,0.367289,0.509741,0.418356,0.588909,0.415925,0.506074,0.471095,0.576765,0.489782,0.527576,0.488403,0.574558,0.557895,0.534889,0.561414,0.568321,0.636598,0.540935,0.640399
17,0.553738,0.322633,0.579223,0.364896,0.598629,0.432105,0.516462,0.36742,0.509739,0.418376,0.588722,0.416637,0.505965,0.471001,0.576873,0.490052,0.527677,0.488515,0.574498,0.558122,0.534572,0.56152,0.568324,0.637151,0.54068,0.640834
18,0.553845,0.322531,0.579124,0.36498,0.598847,0.432612,0.516446,0.367447,0.509608,0.418555,0.588719,0.417157,0.506079,0.470722,0.576826,0.490046,0.527645,0.488481,0.574664,0.558107,0.534677,0.561568,0.568208,0.637117,0.540653,0.640845
19,0.553812,0.322374,0.579401,0.36489,0.599106,0.432591,0.51625,0.367121,0.50919,0.418417,0.587997,0.418792,0.505552,0.470395,0.576854,0.489915,0.527386,0.488286,0.574697,0.557855,0.533782,0.56126,0.568461,0.636987,0.540387,0.640858
20,0.553713,0.322731,0.57878,0.364911,0.598255,0.431268,0.517134,0.368123,0.50967,0.417308,0.58815,0.415618,0.505052,0.469528,0.576046,0.488971,0.528146,0.487934,0.573997,0.55742,0.532491,0.559947,0.568236,0.636765,0.540081,0.640492
21,0.553644,0.322576,0.578846,0.364798,0.598489,0.431435,0.517337,0.36802,0.509909,0.417194,0.588086,0.416491,0.505152,0.469923,0.576236,0.488993,0.528348,0.487921,0.574147,0.557462,0.532883,0.560111,0.568217,0.636688,0.54031,0.640588
22,0.554108,0.322627,0.578743,0.364949,0.598237,0.431741,0.517592,0.367793,0.510195,0.416706,0.588116,0.416213,0.505169,0.46992,0.576117,0.489055,0.528292,0.487898,0.57425,0.557406,0.532988,0.560114,0.568256,0.636603,0.540305,0.640552
23,0.554218,0.322411,0.578932,0.365075,0.598558,0.432076,0.51783,0.36779,0.510187,0.417131,0.588147,0.41705,0.505286,0.469351,0.576302,0.489061,0.528194,0.487781,0.574382,0.557288,0.532817,0.559826,0.56843,0.636558,0.540039,0.640299
24,0.553851,0.323776,0.582625,0.363313,0.602471,0.437733,0.515593,0.368322,0.507777,0.422183,0.589928,0.407929,0.502511,0.461928,0.58044,0.487431,0.528656,0.486548,0.578511,0.555855,0.539503,0.55837,0.571201,0.641332,0.538833,0.644548
