FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,0.544368,0.324102,0.574896,0.369735,0.601157,0.417268,0.5076,0.368363,0.501525,0.420791,0.598889,0.377583,0.491242,0.460198,0.572471,0.486895,0.522671,0.488042,0.572788,0.561408,0.536678,0.565832,0.0,0.0,0.534636,0.651327
1,0.544681,0.323558,0.575042,0.367078,0.600124,0.418483,0.507661,0.368095,0.499928,0.42121,0.597687,0.377905,0.488861,0.458478,0.573072,0.485793,0.523709,0.488021,0.574109,0.560551,0.537327,0.562642,0.0,0.0,0.534417,0.646964
2,0.544514,0.322329,0.579241,0.3661,0.600145,0.416549,0.508566,0.367382,0.499531,0.417912,0.598341,0.37811,0.488026,0.45662,0.570471,0.483039,0.523384,0.484741,0.569135,0.561783,0.535143,0.563068,0.0,0.0,0.536497,0.645361
3,0.545929,0.322638,0.574699,0.366562,0.600461,0.417177,0.508547,0.368192,0.499512,0.420878,0.59849,0.37784,0.48781,0.457198,0.572118,0.484721,0.52393,0.486519,0.571754,0.561779,0.536951,0.563664,0.0,0.0,0.534059,0.648333
4,0.544158,0.322035,0.579716,0.364954,0.600823,0.417292,0.506935,0.366978,0.499542,0.419169,0.599417,0.378767,0.48788,0.457248,0.571754,0.48429,0.523171,0.48572,0.572223,0.560905,0.537091,0.563483,0.0,0.0,0.534173,0.648208
5,0.544395,0.321636,0.574621,0.365705,0.600786,0.417199,0.507743,0.366772,0.499905,0.419043,0.599528,0.378583,0.488196,0.457221,0.571138,0.483892,0.523157,0.48527,0.569931,0.560986,0.535441,0.564067,0.0,0.0,0.537202,0.646908
6,0.544439,0.321425,0.574515,0.365279,0.60084,0.417165,0.507298,0.366295,0.499903,0.418733,0.5994,0.378426,0.488545,0.457179,0.571625,0.484043,0.522817,0.485352,0.570761,0.560292,0.535429,0.563769,0.0,0.0,0.534507,0.648262
7,0.544355,0.321773,0.574436,0.365761,0.600745,0.416556,0.507554,0.367001,0.500326,0.419444,0.599243,0.377415,0.488722,0.45751,0.571076,0.484276,0.523003,0.485814,0.570853,0.561376,0.5351,0.564275,0.0,0.0,0.534413,0.648423
8,0.544642,0.321984,0.574503,0.365764,0.600894,0.415837,0.507524,0.367157,0.500207,0.419617,0.599117,0.376746,0.488657,0.457651,0.570656,0.48439,0.522801,0.486051,0.570389,0.561763,0.53489,0.564704,0.0,0.0,0.537615,0.646547
9,0.54489,0.322038,0.574804,0.365557,0.60084,0.415729,0.507532,0.36698,0.500274,0.418795,0.598924,0.376759,0.488554,0.457252,0.570791,0.484367,0.522884,0.486076,0.570321,0.561708,0.535199,0.564691,0.0,0.0,0.537761,0.646543
10,0.544854,0.322133,0.574823,0.365652,0.601018,0.415497,0.507614,0.367214,0.500197,0.419875,0.595688,0.37124,0.48827,0.457593,0.570848,0.484499,0.522979,0.486259,0.570307,0.561833,0.535304,0.564887,0.0,0.0,0.537737,0.646842
11,0.54499,0.322274,0.574876,0.365993,0.600884,0.415464,0.507995,0.367638,0.500439,0.419445,0.595474,0.37146,0.488902,0.457856,0.570823,0.484504,0.523479,0.486307,0.569525,0.561722,0.535785,0.564845,0.0,0.0,0.537871,0.646891
12,0.544907,0.324306,0.5765,0.369519,0.602395,0.413634,0.509458,0.369524,0.500761,0.417299,0.0,0.0,0.488049,0.458122,0.572344,0.488657,0.52224,0.490912,0.572511,0.563024,0.538349,0.564123,0.567801,0.643707,0.534819,0.650834
13,0.545745,0.32362,0.577031,0.369,0.602904,0.413456,0.511583,0.369671,0.501478,0.418653,0.600125,0.37725,0.489016,0.457419,0.573521,0.487583,0.524441,0.489184,0.570359,0.56274,0.538351,0.562937,0.567757,0.645004,0.538213,0.648785
14,0.545924,0.323771,0.576972,0.369122,0.602957,0.41319,0.512153,0.370143,0.501727,0.418989,0.599861,0.377017,0.488946,0.457437,0.572979,0.487343,0.524485,0.488937,0.569758,0.562714,0.538167,0.562927,0.567717,0.644989,0.537864,0.648644
