FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,0.540823,0.322292,0.576907,0.361409,0.593418,0.423009,0.506798,0.365165,0.505631,0.418373,0.58374,0.406242,0.504475,0.458469,0.567651,0.48001,0.521513,0.481022,0.570829,0.556698,0.534852,0.554467,0.567188,0.636727,0.53195,0.637711
1,0.539609,0.32227,0.576587,0.361645,0.592244,0.420301,0.506318,0.365463,0.504347,0.419774,0.0,0.0,0.500637,0.454284,0.564689,0.47932,0.51865,0.48031,0.565489,0.558585,0.52792,0.557322,0.567886,0.637223,0.530639,0.638253
2,0.539577,0.321963,0.576714,0.361998,0.592398,0.419501,0.506037,0.364855,0.504089,0.41944,0.0,0.0,0.0,0.0,0.566429,0.479831,0.519643,0.480291,0.568119,0.558867,0.529785,0.556988,0.569173,0.637886,0.531442,0.638058
3,0.539236,0.32184,0.575893,0.361738,0.591564,0.418121,0.505915,0.366527,0.504347,0.422659,0.0,0.0,0.502014,0.454206,0.565498,0.479102,0.519744,0.479757,0.567205,0.558972,0.529988,0.556446,0.566812,0.639015,0.531323,0.638929
4,0.539042,0.321995,0.576197,0.362177,0.591557,0.417926,0.506765,0.366045,0.503899,0.422056,0.0,0.0,0.501873,0.453846,0.565424,0.478791,0.519834,0.479696,0.565262,0.559107,0.528964,0.556765,0.56697,0.638833,0.533937,0.642725
5,0.539007,0.322291,0.576194,0.361613,0.591725,0.417844,0.505906,0.365417,0.503504,0.421918,0.0,0.0,0.500652,0.453524,0.565487,0.47858,0.51945,0.479394,0.566585,0.558323,0.529701,0.555862,0.567759,0.638182,0.531085,0.638452
6,0.538787,0.3221,0.575931,0.361432,0.591648,0.417842,0.505649,0.364843,0.503514,0.420641,0.0,0.0,0.500745,0.452451,0.565184,0.477717,0.519048,0.478453,0.566233,0.55812,0.529813,0.555185,0.567729,0.638089,0.534549,0.641863
7,0.538782,0.322155,0.576463,0.361614,0.591859,0.417614,0.505462,0.365106,0.503514,0.422256,0.0,0.0,0.49986,0.452677,0.564956,0.478178,0.51845,0.478993,0.566455,0.558539,0.528729,0.555442,0.567557,0.637619,0.534234,0.641333
8,0.538447,0.321966,0.576343,0.361122,0.591588,0.417255,0.505334,0.364808,0.503625,0.42171,0.0,0.0,0.49848,0.452428,0.564703,0.477905,0.518389,0.478843,0.56575,0.558653,0.528024,0.555257,0.56747,0.637658,0.534011,0.64111
9,0.538561,0.322001,0.576352,0.361303,0.591512,0.417465,0.505603,0.364929,0.503775,0.421602,0.0,0.0,0.498676,0.452609,0.564716,0.477806,0.518608,0.478748,0.565793,0.558879,0.528174,0.555515,0.567576,0.637754,0.53402,0.641464
10,0.538538,0.32195,0.576268,0.361201,0.59146,0.417509,0.505655,0.364864,0.503742,0.421771,0.0,0.0,0.498688,0.452593,0.564747,0.477679,0.518693,0.478618,0.565924,0.558644,0.528379,0.555265,0.567644,0.637663,0.534072,0.641321
11,0.538459,0.321841,0.576298,0.36089,0.591462,0.417315,0.505449,0.364682,0.503728,0.421599,0.0,0.0,0.49865,0.452644,0.564822,0.477539,0.518721,0.478515,0.56609,0.558575,0.528504,0.555293,0.567638,0.637637,0.534185,0.641313
12,0.540739,0.324716,0.576021,0.364799,0.592215,0.424667,0.50632,0.367486,0.506836,0.424681,0.0,0.0,0.504174,0.458054,0.566791,0.482281,0.52045,0.483049,0.577166,0.553425,0.533531,0.556208,0.0,0.0,0.530442,0.639948
13,0.540293,0.324253,0.576311,0.365104,0.592402,0.424656,0.506574,0.367479,0.506409,0.424138,0.0,0.0,0.505554,0.459838,0.567337,0.483127,0.520975,0.483665,0.576284,0.554515,0.533398,0.557595,0.56876,0.640056,0.530104,0.640272
14,0.540007,0.324011,0.576514,0.364741,0.592568,0.424363,0.506683,0.367782,0.506443,0.424599,0.0,0.0,0.504881,0.460644,0.56753,0.48303,0.521044,0.483592,0.576143,0.55487,0.533148,0.557861,0.568687,0.640664,0.529679,0.640363
15,0.540311,0.324266,0.576766,0.364722,0.592786,0.424239,0.506871,0.368048,0.506649,0.424837,0.0,0.0,0.504889,0.461285,0.567936,0.483477,0.521322,0.484006,0.57648,0.555397,0.533143,0.558619,0.568884,0.641447,0.52987,0.640708
16,0.540297,0.324292,0.576845,0.36477,0.59282,0.424382,0.506797,0.368145,0.506683,0.424786,0.0,0.0,0.504554,0.461026,0.567885,0.483576,0.52125,0.484098,0.576215,0.555413,0.533175,0.558761,0.568912,0.641546,0.529877,0.64081
17,0.540929,0.324719,0.577167,0.365032,0.593128,0.424529,0.506612,0.368492,0.506828,0.425624,0.0,0.0,0.504518,0.461624,0.56773,0.483824,0.520919,0.48432,0.575927,0.555663,0.532618,0.558963,0.568652,0.641307,0.529382,0.640725
18,0.541049,0.324303,0.57737,0.364596,0.593266,0.4245,0.506617,0.368149,0.506895,0.425388,0.0,0.0,0.504516,0.461326,0.56785,0.483678,0.520849,0.484186,0.575936,0.55557,0.532847,0.558891,0.568611,0.641337,0.529413,0.640851
19,0.54159,0.324433,0.577445,0.364399,0.593281,0.424692,0.507159,0.368394,0.506908,0.425744,0.0,0.0,0.505026,0.461703,0.568088,0.483664,0.52134,0.484201,0.576194,0.555617,0.533409,0.558999,0.568379,0.641185,0.529576,0.640665
20,0.541413,0.324102,0.577183,0.364143,0.593179,0.424564,0.506987,0.367846,0.506813,0.425214,0.0,0.0,0.504635,0.462089,0.567865,0.483362,0.521143,0.483902,0.576042,0.55567,0.533486,0.558961,0.568253,0.641408,0.529457,0.640696
21,0.540831,0.324137,0.577308,0.364548,0.59317,0.425044,0.50671,0.368314,0.506616,0.425217,0.0,0.0,0.504798,0.462592,0.567922,0.4835,0.521131,0.484058,0.575965,0.555633,0.533247,0.559106,0.568324,0.641124,0.529459,0.640636
22,0.540165,0.322927,0.577077,0.36283,0.59292,0.423738,0.506428,0.367057,0.506517,0.424083,0.0,0.0,0.503934,0.461667,0.567315,0.482215,0.520656,0.482939,0.575469,0.554808,0.533463,0.55816,0.568331,0.640823,0.529365,0.640465
23,0.540854,0.323388,0.577128,0.363159,0.59322,0.424162,0.506725,0.367389,0.506604,0.424854,0.0,0.0,0.504395,0.461797,0.567629,0.482387,0.520837,0.483014,0.575929,0.554985,0.533673,0.55801,0.56856,0.641164,0.529366,0.640213
24,0.53777,0.322902,0.574766,0.360146,0.592123,0.421655,0.505184,0.366953,0.507621,0.425129,0.0,0.0,0.502352,0.462438,0.5664,0.480326,0.521403,0.481882,0.575426,0.554556,0.535377,0.553436,0.570562,0.638877,0.53123,0.637459
25,0.538288,0.323311,0.576543,0.362367,0.592922,0.423259,0.506358,0.367946,0.50747,0.424903,0.0,0.0,0.504046,0.463593,0.567703,0.483051,0.522482,0.484001,0.0,0.0,0.535508,0.555077,0.568563,0.63958,0.530703,0.63856
26,0.538222,0.323411,0.576568,0.362708,0.593075,0.423793,0.506336,0.368468,0.507441,0.425874,0.0,0.0,0.504196,0.464108,0.567811,0.483132,0.522798,0.48418,0.0,0.0,0.53525,0.555367,0.56892,0.639407,0.530796,0.638558
27,0.53817,0.323447,0.576532,0.362825,0.592864,0.423851,0.506648,0.368708,0.507578,0.425976,0.0,0.0,0.504785,0.464108,0.567926,0.483122,0.523076,0.484098,0.0,0.0,0.53543,0.555363,0.568772,0.63935,0.531028,0.638463
28,0.538465,0.323876,0.57644,0.363281,0.592795,0.424118,0.506938,0.36916,0.507952,0.426346,0.0,0.0,0.50437,0.46423,0.567637,0.48355,0.523,0.484537,0.0,0.0,0.535455,0.555841,0.568584,0.639446,0.530997,0.638602
