FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,0.476171,0.293726,0.481008,0.302922,0.0,0.0,0.470056,0.307889,0.46619,0.325014,0.497568,0.357559,0.486295,0.360309,0.502101,0.358735,0.495828,0.362723,0.498702,0.377868,0.49221,0.375613,0.0,0.0,0.0,0.0
1,0.480915,0.291809,0.494897,0.304453,0.0,0.0,0.467667,0.307209,0.462687,0.321467,0.501328,0.354391,0.0,0.0,0.509329,0.359684,0.0,0.0,0.505543,0.379078,0.493287,0.376367,0.0,0.0,0.0,0.0
2,0.483243,0.293207,0.484245,0.303701,0.0,0.0,0.473125,0.309272,0.469132,0.327907,0.49823,0.357558,0.485833,0.36031,0.505095,0.361625,0.497711,0.365179,0.501668,0.378625,0.496361,0.37607,0.0,0.0,0.0,0.0
3,0.480679,0.294647,0.482601,0.304931,0.0,0.0,0.471491,0.310366,0.0,0.0,0.496147,0.357198,0.0,0.0,0.503418,0.362165,0.0,0.0,0.499593,0.377885,0.494329,0.376204,0.0,0.0,0.0,0.0
4,0.477561,0.296306,0.476472,0.306082,0.0,0.0,0.474408,0.309852,0.495607,0.342058,0.488817,0.358169,0.486559,0.359445,0.498043,0.362842,0.499013,0.366221,0.494373,0.376065,0.496673,0.376597,0.0,0.0,0.0,0.0
5,0.476868,0.29803,0.471002,0.309385,0.46772,0.331116,0.486504,0.312099,0.500342,0.345898,0.0,0.0,0.492769,0.365475,0.0,0.0,0.504223,0.379049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.476197,0.299491,0.468981,0.308775,0.0,0.0,0.489685,0.311902,0.503259,0.34828,0.0,0.0,0.0,0.0,0.0,0.0,0.505771,0.383855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.478421,0.298522,0.47101,0.309469,0.488049,0.349658,0.485095,0.311964,0.508614,0.360532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496103,0.661863,0.499161,0.660527
8,0.480446,0.301379,0.470775,0.311792,0.0,0.0,0.0,0.0,0.509843,0.350402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493072,0.665196,0.499332,0.664388
9,0.480568,0.300721,0.470441,0.311809,0.0,0.0,0.0,0.0,0.51211,0.361003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492087,0.664581,0.499919,0.664164
10,0.483888,0.302501,0.472556,0.314012,0.0,0.0,0.0,0.0,0.51123,0.360356,0.0,0.0,0.504777,0.371451,0.0,0.0,0.0,0.0,0.493185,0.578454,0.507144,0.576022,0.492419,0.66585,0.501048,0.666018
11,0.480705,0.300941,0.470285,0.312809,0.0,0.0,0.0,0.0,0.509654,0.357859,0.0,0.0,0.501053,0.370174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492707,0.666175,0.501911,0.66579
12,0.481798,0.298165,0.469497,0.310707,0.46026,0.328552,0.0,0.0,0.508275,0.342841,0.0,0.0,0.0,0.0,0.0,0.0,0.506949,0.372207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.485382,0.301643,0.473484,0.31315,0.461823,0.322403,0.0,0.0,0.508259,0.345144,0.464445,0.330269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.483479,0.308355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.484876,0.313098,0.4952,0.362184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.484873,0.311433,0.0,0.0,0.0,0.0,0.0,0.0,0.511327,0.350136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49405,0.587684,0.0,0.0,0.495889,0.670582,0.0,0.0
17,0.486348,0.310424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493275,0.592445,0.508636,0.594698,0.494766,0.673987,0.0,0.0
18,0.481088,0.305671,0.471508,0.319594,0.0,0.0,0.0,0.0,0.513741,0.353507,0.0,0.0,0.501584,0.363128,0.0,0.0,0.0,0.0,0.494345,0.591217,0.511903,0.594179,0.493473,0.674952,0.505188,0.676258
19,0.481122,0.309702,0.0,0.0,0.0,0.0,0.518965,0.346484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493361,0.590872,0.509682,0.594804,0.49272,0.675398,0.503914,0.676647
20,0.481004,0.311907,0.0,0.0,0.485741,0.359395,0.515124,0.350039,0.507121,0.355889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494242,0.590018,0.509783,0.593527,0.493245,0.675712,0.505782,0.664288
21,0.480726,0.312155,0.0,0.0,0.0,0.0,0.518108,0.348693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493795,0.590815,0.510877,0.594678,0.493136,0.675993,0.506362,0.664806
22,0.481246,0.311397,0.0,0.0,0.0,0.0,0.516123,0.34999,0.508812,0.356974,0.0,0.0,0.501287,0.365842,0.0,0.0,0.0,0.0,0.494145,0.589641,0.510486,0.593554,0.493643,0.675131,0.0,0.0
23,0.48366,0.312973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492772,0.590696,0.510607,0.594943,0.494778,0.662634,0.506623,0.664879
24,0.472771,0.295504,0.470621,0.308498,0.467412,0.323726,0.0,0.0,0.0,0.0,0.485183,0.355874,0.486412,0.356118,0.0,0.0,0.496172,0.361945,0.486812,0.376682,0.490994,0.376678,0.0,0.0,0.0,0.0
