FrameNo,head_x,head_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,left_hand_x,left_hand_y,right_hand_x,right_hand_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_foot_x,left_foot_y,right_foot_x,right_foot_y
0,0.508069,0.29106,0.543416,0.335842,0.571975,0.393268,0.474783,0.335753,0.463652,0.381755,0.572874,0.377762,0.441384,0.444529,0.534907,0.476811,0.483172,0.475286,0.530249,0.560115,0.478464,0.558416,0.535412,0.647898,0.472097,0.657145
1,0.506714,0.290065,0.541835,0.337404,0.570385,0.396658,0.475825,0.336443,0.465262,0.382183,0.572483,0.377389,0.0,0.0,0.532784,0.474332,0.482908,0.472478,0.527592,0.558791,0.477514,0.556538,0.534191,0.645286,0.471854,0.653165
2,0.506601,0.28957,0.542668,0.338126,0.571967,0.395911,0.474047,0.336054,0.460334,0.383394,0.572966,0.378705,0.442906,0.446336,0.534053,0.475384,0.483631,0.473801,0.530408,0.560207,0.478646,0.558757,0.535114,0.648663,0.471227,0.656315
3,0.506886,0.288986,0.542583,0.338307,0.57077,0.395312,0.475669,0.33682,0.464125,0.38211,0.568582,0.377383,0.446008,0.445639,0.5336,0.475302,0.483623,0.473333,0.530582,0.559584,0.476298,0.557701,0.536237,0.648172,0.470303,0.655014
4,0.506549,0.289853,0.54116,0.337491,0.568821,0.395851,0.476211,0.337282,0.465977,0.382211,0.568172,0.37783,0.446963,0.445728,0.532091,0.474462,0.483014,0.473095,0.528103,0.558192,0.47535,0.55676,0.5342,0.648217,0.47031,0.655205
5,0.506884,0.28985,0.542256,0.336302,0.569061,0.395878,0.475806,0.336295,0.466708,0.381223,0.568817,0.377675,0.0,0.0,0.533647,0.474774,0.483307,0.47329,0.529077,0.558765,0.475232,0.557712,0.534023,0.650296,0.469138,0.65677
6,0.506556,0.28939,0.542133,0.335635,0.569634,0.395533,0.475211,0.336505,0.465507,0.38285,0.567776,0.380016,0.445305,0.445783,0.533682,0.475291,0.483133,0.473774,0.527865,0.558865,0.474999,0.557949,0.532669,0.650771,0.469822,0.657457
7,0.506965,0.289395,0.542609,0.335594,0.569776,0.395115,0.4751,0.336562,0.465317,0.382585,0.567227,0.379129,0.444854,0.445017,0.533804,0.475917,0.48302,0.474366,0.527974,0.559427,0.47503,0.558334,0.532621,0.65087,0.469112,0.658163
8,0.507199,0.289475,0.542727,0.335462,0.569878,0.395371,0.475233,0.336764,0.465353,0.383088,0.567611,0.380935,0.445271,0.445057,0.534734,0.475799,0.483839,0.474304,0.529557,0.559464,0.475826,0.558142,0.53351,0.650446,0.470303,0.657877
9,0.507094,0.289542,0.54239,0.335402,0.569599,0.395454,0.474842,0.33686,0.464651,0.38352,0.567476,0.381674,0.444316,0.445149,0.53456,0.47607,0.483834,0.47468,0.529585,0.559713,0.47582,0.558581,0.533607,0.651261,0.470229,0.658659
10,0.507204,0.289572,0.542452,0.335153,0.569917,0.394599,0.474667,0.336696,0.464589,0.383243,0.56777,0.38107,0.444269,0.445166,0.534312,0.475706,0.483482,0.474428,0.529335,0.559566,0.475557,0.558291,0.533311,0.651137,0.469817,0.658524
11,0.507194,0.289723,0.542157,0.335161,0.569934,0.394185,0.474731,0.336701,0.464724,0.38293,0.567996,0.380493,0.444325,0.44517,0.534099,0.47571,0.483278,0.474456,0.528812,0.559285,0.475433,0.558082,0.53299,0.650769,0.469727,0.658552
12,0.506821,0.289864,0.541611,0.333987,0.569767,0.394682,0.473478,0.336029,0.457198,0.386346,0.569231,0.377942,0.439266,0.447948,0.536788,0.474105,0.484642,0.473505,0.535369,0.561214,0.478643,0.560264,0.538427,0.652571,0.471352,0.658539
13,0.506422,0.290004,0.542176,0.334995,0.570379,0.396387,0.474102,0.337318,0.456979,0.38779,0.569084,0.378247,0.438842,0.448316,0.537656,0.475396,0.485635,0.474555,0.53461,0.559338,0.479389,0.560591,0.538946,0.652441,0.472675,0.658243
14,0.506942,0.290673,0.542578,0.335052,0.570459,0.395207,0.474132,0.337011,0.456804,0.387864,0.568998,0.378076,0.437437,0.447975,0.537996,0.474858,0.48592,0.474027,0.535441,0.558648,0.479893,0.559889,0.539192,0.652259,0.473224,0.657582
15,0.507264,0.290781,0.543428,0.335048,0.569156,0.395958,0.472156,0.336385,0.453344,0.387581,0.567935,0.376684,0.435683,0.44782,0.537929,0.475189,0.484914,0.474387,0.536407,0.561548,0.479723,0.559621,0.539013,0.652284,0.472953,0.657965
16,0.505637,0.290749,0.544611,0.336328,0.570354,0.393717,0.471247,0.337521,0.450559,0.395751,0.561775,0.369987,0.432947,0.447013,0.537493,0.478278,0.482797,0.476801,0.532196,0.560416,0.477385,0.561118,0.538759,0.653075,0.471432,0.658223
17,0.505215,0.290579,0.542679,0.3377,0.569114,0.397158,0.469548,0.337408,0.447804,0.393814,0.569207,0.37531,0.428677,0.449505,0.535768,0.476752,0.481875,0.475294,0.531824,0.559068,0.477394,0.559967,0.53783,0.65244,0.471522,0.657126
18,0.509529,0.288204,0.543223,0.336132,0.570432,0.392035,0.46987,0.337691,0.450447,0.390701,0.571067,0.376329,0.429578,0.446544,0.534576,0.474936,0.481738,0.473754,0.532032,0.561259,0.479043,0.558966,0.534748,0.652304,0.470591,0.656172
19,0.510124,0.286538,0.544361,0.336483,0.572299,0.39104,0.472673,0.338529,0.450802,0.391511,0.57149,0.375485,0.0,0.0,0.535288,0.476216,0.481814,0.474465,0.53242,0.561217,0.477551,0.559122,0.541576,0.652486,0.470018,0.655541
20,0.510225,0.285613,0.546854,0.335577,0.577177,0.387378,0.471813,0.340656,0.442009,0.402395,0.57359,0.379468,0.0,0.0,0.536762,0.477466,0.48079,0.474862,0.533687,0.560609,0.47789,0.558239,0.541622,0.651873,0.472136,0.654897
21,0.508512,0.283939,0.551215,0.33355,0.579416,0.385467,0.469753,0.336863,0.44364,0.3942,0.567394,0.364225,0.0,0.0,0.538819,0.477459,0.478836,0.473302,0.531937,0.56143,0.477341,0.560122,0.542377,0.650726,0.472536,0.655208
22,0.506018,0.283326,0.554007,0.338021,0.582263,0.393309,0.466658,0.33793,0.435175,0.397269,0.578639,0.361876,0.0,0.0,0.534714,0.474913,0.477897,0.47359,0.529384,0.558065,0.477615,0.560059,0.542823,0.651604,0.472804,0.655436
23,0.503919,0.283637,0.551113,0.332898,0.581447,0.394086,0.464359,0.335869,0.426749,0.39303,0.580335,0.35788,0.418143,0.373528,0.532493,0.475518,0.474257,0.475141,0.526954,0.556064,0.487526,0.559152,0.541749,0.649757,0.472106,0.654488
24,0.502757,0.283018,0.543694,0.33659,0.587517,0.38341,0.457326,0.335524,0.41804,0.390731,0.599652,0.342118,0.39981,0.357334,0.524864,0.484107,0.475029,0.484116,0.51568,0.556368,0.489125,0.564885,0.527436,0.637711,0.472743,0.649758
25,0.505762,0.284719,0.547183,0.33857,0.589632,0.3807,0.456963,0.335025,0.411932,0.381665,0.603358,0.339959,0.390636,0.338339,0.528653,0.49019,0.477844,0.489941,0.517211,0.561579,0.491213,0.570683,0.526783,0.636409,0.474657,0.650327
26,0.503109,0.283088,0.541761,0.337657,0.593381,0.374932,0.458473,0.334657,0.410841,0.372973,0.601961,0.341173,0.392834,0.321985,0.524444,0.490697,0.477122,0.491235,0.520564,0.564289,0.488779,0.572543,0.522454,0.634852,0.472019,0.649274
