mae,mse,corr,bias,n_outliers,rank_corr,upper_loa,lower_loa,arch
0.41830469029399325,0.3073028257250196,0.7245079055232034,0.09640383504431588,7,-0.2311783745953985,0.9735643231954378,-1.1663719932840697,Dense
0.4376067773976462,0.26021160020795403,0.7845161250987035,0.06429411723245892,4,-0.32478348350975417,0.92754696515129,-1.0561351996162078,CNN
0.38735818531526833,0.2607502802134924,0.7798450999539759,0.029285585423605782,5,0.3200944799230163,0.969915868469999,-1.0284870393172105,LSTM
0.42879032916826515,0.2905454631620759,0.7427105287980181,0.01394214754758561,5,0.19524101128510193,1.042188861235619,-1.0700731563307901,GRU
